Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-04-24,I.A.1,CNY,N,SP-4,42488.842,28749.57,Day 33,17939.523,Day 19,G-1-Q,N,Held-to-Maturity,151 - 179 Days,Repo,ENTITY-03,Markets,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.2,USD,Y,SP-2,34097.789,49925.54,Day 27,0.0,,G-1-Q,Y,Available-for-Sale,>5 Yr,Central Bank,ENTITY-16,Markets,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.3,USD,Y,SP-7,43110.473,47072.397,91 - 120 Days,33040.207,180 - 270 Days,G-1-Q,Y,Available-for-Sale,>4 Yr <= 5 Yr,Securities Lending,ENTITY-02,Markets,2026-08-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.4,USD,Y,SP-5,30318.207,2229.48,Day 34,0.0,,G-1-Q,Y,Trading Asset,>3 Yr <= 4 Yr,FHLB,ENTITY-17,Markets,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.5,USD,Y,SP-6,40790.389,42868.088,Day 22,0.0,,A-0-Q,Y,Trading Asset,151 - 179 Days,Central Bank,ENTITY-12,Markets,2026-05-16,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.6,USD,Y,SP-3,41996.875,1764.698,Day 1,0.0,,A-3,N,Available-for-Sale,Day 60,Derivatives,ENTITY-08,Markets,2026-04-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-24,I.A.7,USD,N,SP-2,31297.376,4598.825,Day 59,0.0,,A-5-Q,N,Held-to-Maturity,>3 Yr <= 4 Yr,Other,ENTITY-14,Retail Banking,2026-06-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.1,USD,N,,,,Day 5,0.0,,,,,91 - 120 Days,Central Bank,ENTITY-07,Prime Brokerage,2026-04-29,Non-Financial Corporate,Y,634.828,NULL,Y,820.47,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.2,USD,Y,,,,Day 27,0.0,,,,,>5 Yr,Derivatives,ENTITY-12,Retail Banking,2026-05-21,Broker-Dealer,Y,19666.272,NULL,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.3,JPY,N,,,,Day 39,0.0,,,,,Day 1,NULL,ENTITY-06,Treasury,2026-06-02,PSE,N,7659.662,NULL,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.4,AUD,N,,,,Day 47,0.0,,,,,Perpetual,Securities Lending,ENTITY-17,Retail Banking,2026-06-10,Central Bank,N,26792.11,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.5,CNY,N,,,,Day 32,0.0,,,,,271 - 364 Days,Other,ENTITY-07,Prime Brokerage,2026-05-26,Central Bank,Y,39261.689,NULL,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.6,USD,Y,,,,151 - 179 Days,0.0,,,,,>5 Yr,FHLB,,Retail Banking,2026-10-19,Central Bank,N,34921.523,Callable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.7,SGD,N,,,,91 - 120 Days,0.0,,,,,180 - 270 Days,Other,,Markets,2026-08-07,Small Business,Y,34195.446,Callable,N,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-24,I.U.8,CHF,N,,,,61 - 67 Days,0.0,,,,,>4 Yr <= 5 Yr,Other,ENTITY-04,Commercial Banking,2026-06-25,PSE,N,15317.664,Puttable,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-24,I.S.1,USD,Y,SP-6,,,>5 Yr,0.0,,G-1-Q,Y,,Day 30,Repo,ENTITY-08,Retail Banking,2033-02-12,Broker-Dealer,Y,44160.731,Puttable,Y,126.4,19210.219,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-24,I.S.2,USD,Y,SP-2,,,271 - 364 Days,0.0,,S-1-Q,N,,Day 1,Other,,Treasury,2027-02-12,Bank,N,23482.27,NULL,N,20.0,32681.28,Y,Y,,,,,,,,,,,,,,,
