Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-02-01,I.A.1,USD,Y,SP-5,22759.442,16152.57,Day 57,0.0,,G-3-Q,Y,Not Applicable,>4 Yr <= 5 Yr,FHLB,ENTITY-16,Commercial Banking,2026-03-30,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.2,AUD,N,SP-8,18744.833,7870.613,Day 45,0.0,,A-5,N,Held-to-Maturity,Open,Derivatives,ENTITY-15,Retail Banking,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.3,AUD,N,SP-2,9803.307,21694.434,Day 39,31791.19,Day 13,A-5-Q,N,Not Applicable,Perpetual,Derivatives,ENTITY-05,Retail Banking,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.4,USD,Y,SP-6,22976.714,29567.714,Day 49,0.0,,IG-2,N,Not Applicable,Day 1,Securities Lending,ENTITY-09,Wealth Management,2026-03-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.5,AUD,N,SP-7,7526.526,36841.553,Day 45,0.0,,E-1,N,Available-for-Sale,121 - 150 Days,FHLB,ENTITY-14,Markets,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.6,USD,Y,SP-8,32330.154,36723.326,91 - 120 Days,0.0,,P-1,N,Available-for-Sale,>5 Yr,NULL,ENTITY-09,Markets,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-02-01,I.A.7,USD,N,SP-9,15377.02,8375.866,Day 28,0.0,,G-1,Y,Held-to-Maturity,Day 1,Derivatives,ENTITY-07,Commercial Banking,2026-03-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.1,USD,Y,,,,Day 59,0.0,,,,,>4 Yr <= 5 Yr,Securities Lending,,Commercial Banking,2026-04-01,PSE,N,41919.157,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.1,USD,Y,,,,Day 19,0.0,,,,,>= 1 Yr <= 2 Yr,Repo,,Wealth Management,2026-02-20,Bank,N,8388.288,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.2,GBP,N,,,,Day 44,0.0,,,,,>2 Yr <= 3 Yr,Other,,Wealth Management,2026-03-17,Other Supervised Non-Bank Financial Entity,N,13339.272,Puttable,N,563.66,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.2,EUR,N,,,,Day 19,0.0,,,,,271 - 364 Days,Securities Lending,ENTITY-12,Prime Brokerage,2026-02-20,PSE,N,18961.121,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.3,SGD,N,,,,Day 24,31434.63,Perpetual,,,,>3 Yr <= 4 Yr,Securities Lending,ENTITY-19,Commercial Banking,2026-02-25,PSE,Y,25760.818,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.3,SGD,N,,,,61 - 67 Days,0.0,,,,,>= 1 Yr <= 2 Yr,Repo,ENTITY-02,Treasury,2026-04-06,Other,N,23762.053,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.4,USD,Y,,,,Day 3,0.0,,,,,>4 Yr <= 5 Yr,Other,ENTITY-10,Commercial Banking,2026-02-04,Non-Regulated Fund,Y,49629.561,Callable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.4,USD,Y,,,,Day 54,0.0,,,,,>3 Yr <= 4 Yr,NULL,ENTITY-05,Wealth Management,2026-03-27,Pension Fund,N,46141.909,Extendable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.5,HKD,N,,,,Day 35,0.0,,,,,Day 30,NULL,,Commercial Banking,2026-03-08,Retail,Y,2530.722,Extendable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.5,USD,Y,,,,Day 60,0.0,,,,,91 - 120 Days,NULL,,Treasury,2026-04-02,Pension Fund,Y,33904.159,NULL,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.5,USD,Y,,,,Day 13,0.0,,,,,Day 30,FHLB,,Retail Banking,2026-02-14,GSE,N,4412.743,Extendable,N,405.38,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.5,CHF,N,,,,Day 56,0.0,,,,,>2 Yr <= 3 Yr,Repo,ENTITY-04,Treasury,2026-03-29,MDB,N,17641.103,Extendable,Y,938.68,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.6,USD,Y,,,,Day 2,35492.74,Day 27,,,,>= 1 Yr <= 2 Yr,Central Bank,,Markets,2026-02-03,PSE,Y,41936.729,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.7,USD,Y,,,,Day 21,0.0,,,,,>= 1 Yr <= 2 Yr,FHLB,,Treasury,2026-02-22,Non-Financial Corporate,N,13092.463,Callable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.8,USD,Y,,,,Day 44,0.0,,,,,271 - 364 Days,Derivatives,ENTITY-09,Treasury,2026-03-17,Other Supervised Non-Bank Financial Entity,Y,35977.27,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.8,SGD,N,,,,91 - 120 Days,1930.529,Day 30,,,,>2 Yr <= 3 Yr,Other,,Markets,2026-06-01,Retail,Y,32671.48,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-02-01,I.U.8,SGD,N,,,,Day 24,0.0,,,,,Day 1,Other,,Prime Brokerage,2026-02-25,Retail,N,46094.515,Callable,N,0.0,,,,,,,,,,,,,,,,,,
