Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-04-20,I.A.1,GBP,N,SP-4,16384.796,2110.406,Day 52,0.0,,A-4,Y,Trading Asset,>4 Yr <= 5 Yr,Repo,ENTITY-01,Prime Brokerage,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.2,CHF,N,SP-3,39446.986,8379.946,Day 47,0.0,,S-1,N,Not Applicable,>2 Yr <= 3 Yr,Derivatives,ENTITY-10,Retail Banking,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.3,USD,Y,SP-1,12974.038,1910.106,Day 52,39063.87,Open,S-1-Q,Y,Available-for-Sale,>= 1 Yr <= 2 Yr,Other,ENTITY-10,Wealth Management,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.4,USD,Y,SP-2,26387.58,34214.988,Day 43,0.0,,G-2-Q,Y,Held-to-Maturity,Day 1,NULL,ENTITY-17,Prime Brokerage,2026-06-02,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.5,USD,Y,SP-9,38901.157,31141.763,Day 44,0.0,,S-5,N,Trading Asset,Day 60,Repo,ENTITY-13,Prime Brokerage,2026-06-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.6,USD,Y,SP-9,35001.764,24952.976,Day 38,0.0,,S-7-Q,Y,Available-for-Sale,>2 Yr <= 3 Yr,NULL,ENTITY-11,Wealth Management,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-20,I.A.7,GBP,N,SP-6,23240.188,34294.843,Day 46,0.0,,E-2-Q,Y,Available-for-Sale,Perpetual,Securities Lending,ENTITY-17,Treasury,2026-06-05,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.1,USD,N,,,,Day 7,33319.161,>= 1 Yr <= 2 Yr,,,,Open,Central Bank,,Treasury,2026-04-27,Investment Company or Advisor,Y,38272.831,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.2,GBP,N,,,,Day 12,27875.772,Day 44,,,,>2 Yr <= 3 Yr,FHLB,ENTITY-07,Treasury,2026-05-02,Broker-Dealer,Y,35523.559,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.2,JPY,N,,,,Day 22,0.0,,,,,180 - 270 Days,NULL,,Retail Banking,2026-05-12,Pension Fund,N,5918.619,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.2,GBP,N,,,,Day 29,0.0,,,,,180 - 270 Days,Other,ENTITY-05,Wealth Management,2026-05-19,Debt Issuing SPE,N,43731.899,NULL,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.2,HKD,N,,,,Day 57,6063.026,Day 34,,,,>5 Yr,Derivatives,,Markets,2026-06-16,MDB,N,20231.878,NULL,N,944.9,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.3,JPY,N,,,,91 - 120 Days,0.0,,,,,Open,Central Bank,,Markets,2026-07-25,Investment Company or Advisor,Y,6143.868,Extendable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.3,CAD,N,,,,Day 42,0.0,,,,,91 - 120 Days,Repo,ENTITY-08,Wealth Management,2026-06-01,Pension Fund,Y,5798.061,Puttable,Y,95.14,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.3,SGD,N,,,,Open,0.0,,,,,180 - 270 Days,Central Bank,ENTITY-18,Prime Brokerage,,Non-Regulated Fund,Y,7226.337,NULL,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.3,HKD,N,,,,Day 59,0.0,,,,,Perpetual,Central Bank,,Treasury,2026-06-18,Central Bank,N,44201.41,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.4,USD,Y,,,,68 - 74 Days,0.0,,,,,Open,NULL,,Retail Banking,2026-06-27,Investment Company or Advisor,Y,1077.484,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.4,USD,Y,,,,Day 50,0.0,,,,,Perpetual,Repo,ENTITY-07,Markets,2026-06-09,Non-Financial Corporate,Y,8680.386,Puttable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.5,USD,Y,,,,Day 23,40182.153,Day 44,,,,>3 Yr <= 4 Yr,Other,ENTITY-13,Markets,2026-05-13,Other,N,27470.015,Callable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.5,USD,Y,,,,>3 Yr <= 4 Yr,0.0,,,,,>3 Yr <= 4 Yr,Derivatives,ENTITY-18,Treasury,2029-09-16,MDB,N,20680.021,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.5,USD,N,,,,91 - 120 Days,0.0,,,,,Day 60,Other,ENTITY-02,Retail Banking,2026-07-20,Sovereign,Y,18222.837,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.6,USD,Y,,,,Day 33,0.0,,,,,>5 Yr,Other,ENTITY-06,Commercial Banking,2026-05-23,Central Bank,N,48878.563,NULL,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.6,USD,Y,,,,Day 20,0.0,,,,,121 - 150 Days,NULL,ENTITY-08,Wealth Management,2026-05-10,Other Supranational,Y,28054.137,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.6,SGD,N,,,,Day 38,0.0,,,,,Day 1,Securities Lending,,Wealth Management,2026-05-28,Central Bank,Y,11148.426,Extendable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.7,SGD,N,,,,Day 23,18119.943,Day 9,,,,180 - 270 Days,Other,,Treasury,2026-05-13,PSE,Y,27509.433,NULL,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.8,USD,Y,,,,180 - 270 Days,0.0,,,,,Day 60,Securities Lending,ENTITY-20,Commercial Banking,2026-12-27,Retail,N,18055.525,Extendable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.8,AUD,N,,,,Day 30,24417.621,Day 22,,,,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-20,Prime Brokerage,2026-05-20,Non-Regulated Fund,Y,45726.412,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-20,I.U.8,USD,N,,,,Day 20,31510.724,Day 30,,,,>= 1 Yr <= 2 Yr,NULL,,Treasury,2026-05-10,Small Business,Y,23770.574,Callable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.1,USD,Y,SP-9,,,Day 31,0.0,,CB-1-Q,Y,,>2 Yr <= 3 Yr,Repo,ENTITY-03,Treasury,2026-05-21,PSE,Y,5081.865,Puttable,Y,50.0,8177.383,N,N,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.2,EUR,N,SP-9,,,>= 1 Yr <= 2 Yr,0.0,,G-1-Q,N,,Day 1,FHLB,,Commercial Banking,2027-10-26,Other Supranational,Y,4953.157,NULL,N,1123.92,6375.785,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.3,USD,Y,SP-1,,,Day 14,0.0,,G-2-Q,N,,91 - 120 Days,Securities Lending,ENTITY-19,Commercial Banking,2026-05-04,Other Supranational,Y,1672.894,Puttable,Y,20.0,1273.386,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.4,AUD,N,SP-5,,,Day 46,0.0,,G-2-Q,N,,Day 60,Other,,Prime Brokerage,2026-06-05,Retail,N,6971.972,Callable,N,0.0,11583.175,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.5,USD,Y,SP-3,,,Day 14,0.0,,G-2-Q,N,,180 - 270 Days,FHLB,ENTITY-13,Treasury,2026-05-04,Debt Issuing SPE,Y,14743.022,Puttable,Y,331.68,13889.413,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.6,USD,N,SP-2,,,Day 19,0.0,,G-2-Q,Y,,151 - 179 Days,Securities Lending,,Wealth Management,2026-05-09,PSE,N,14136.536,NULL,N,50.0,14308.363,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.7,USD,Y,SP-1,,,Day 17,0.0,,CB-1-Q,Y,,271 - 364 Days,Other,,Markets,2026-05-07,Other Supervised Non-Bank Financial Entity,N,8772.857,Extendable,N,20.0,7340.526,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.8,USD,Y,SP-5,,,Day 13,0.0,,G-2-Q,Y,,>5 Yr,Repo,,Treasury,2026-05-03,GSE,Y,3510.986,Puttable,N,50.0,2686.548,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.9,USD,Y,SP-7,,,Day 27,0.0,,G-2-Q,N,,>4 Yr <= 5 Yr,Central Bank,,Prime Brokerage,2026-05-17,Broker-Dealer,N,14438.695,NULL,N,0.0,4560.251,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,CapOne,2026-04-20,I.S.10,CNY,N,SP-6,,,Day 39,3637.274,Day 11,G-2-Q,N,,151 - 179 Days,NULL,ENTITY-10,Wealth Management,2026-05-29,Pension Fund,Y,6002.184,NULL,Y,100.0,7377.91,N,Y,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.1,USD,N,,,,>5 Yr,0.0,,S-8,N,,,,,Commercial Banking,2034-09-26,Other,Y,24478.579,,N,,16971.92,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.1,SGD,N,,,,Day 60,0.0,,G-1-Q,N,,,,,Markets,2026-06-19,Non-Financial Corporate,Y,8770.474,,N,,20504.735,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.1,USD,Y,,,,Day 53,0.0,,S-4,N,,,,ENTITY-20,Treasury,2026-06-12,Sovereign,Y,46627.817,,Y,,33935.176,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.2,USD,Y,,,,Day 59,0.0,,G-3,Y,,,,,Retail Banking,2026-06-18,Broker-Dealer,Y,32348.762,,N,,4622.481,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.2,HKD,N,,,,Day 2,0.0,,LC-1,Y,,,,ENTITY-18,Markets,2026-04-22,Broker-Dealer,N,23205.126,,Y,,42047.964,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.2,USD,Y,,,,Day 15,0.0,,S-1,Y,,,,,Treasury,2026-05-05,Retail,N,41761.34,,N,,36212.824,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.2,GBP,N,,,,Day 43,0.0,,CB-4,Y,,,,,Wealth Management,2026-06-02,Bank,N,1449.317,,N,,24903.257,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.3,SGD,N,,,,Day 59,0.0,,S-1,N,,,,ENTITY-18,Treasury,2026-06-18,Central Bank,N,13753.247,,Y,,27050.794,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.3,USD,Y,,,,75 - 82 Days,43118.095,Day 39,G-2-Q,N,,,,ENTITY-19,Commercial Banking,2026-07-08,Non-Regulated Fund,Y,31363.534,,Y,,11992.039,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.3,HKD,N,,,,Day 32,0.0,,G-1,Y,,,,,Markets,2026-05-22,Other Supranational,Y,11709.877,,N,,25760.052,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.3,USD,Y,,,,Day 14,0.0,,S-4,N,,,,,Prime Brokerage,2026-05-04,Sovereign,N,2338.522,,N,,39022.813,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.4,USD,Y,,,,91 - 120 Days,0.0,,E-1,N,,,,ENTITY-15,Markets,2026-08-15,MDB,Y,19976.559,,Y,,39903.858,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.4,USD,Y,,,,>5 Yr,44889.379,Day 10,E-2-Q,N,,,,ENTITY-13,Wealth Management,2033-07-29,Non-Financial Corporate,Y,29815.065,,Y,,45429.38,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.4,USD,Y,,,,Day 8,0.0,,S-2-Q,N,,,,,Markets,2026-04-28,GSE,N,5274.762,,N,,40073.452,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.5,USD,Y,,,,Day 24,21945.367,Day 22,CB-3,Y,,,,ENTITY-12,Markets,2026-05-14,Retail,N,13715.858,,Y,,31360.339,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.5,USD,Y,,,,Day 16,0.0,,E-2,Y,,,,ENTITY-04,Retail Banking,2026-05-06,Debt Issuing SPE,N,14963.29,,Y,,31672.918,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.5,USD,Y,,,,Day 8,22211.862,Day 31,S-6-Q,N,,,,,Treasury,2026-04-28,Financial Market Utility,Y,18942.322,,N,,22866.378,,,,,,,,,,,,,,,,,
Inflows,Other,CapOne,2026-04-20,I.O.5,USD,Y,,,,Day 47,0.0,,S-6-Q,N,,,,ENTITY-19,Retail Banking,2026-06-06,Broker-Dealer,Y,9330.66,,Y,,48633.382,,,,,,,,,,,,,,,,,
