Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-03-04,I.A.1,CAD,N,SP-8,22142.072,11317.485,Day 56,0.0,,G-2-Q,N,Available-for-Sale,Day 1,FHLB,ENTITY-08,Retail Banking,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.2,GBP,N,SP-7,25642.556,21896.441,Day 2,0.0,,A-5,N,Available-for-Sale,>= 1 Yr <= 2 Yr,Other,ENTITY-03,Wealth Management,2026-03-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.3,CAD,N,SP-4,44360.153,5000.716,Day 41,0.0,,S-6,Y,Not Applicable,151 - 179 Days,Other,ENTITY-01,Retail Banking,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.4,USD,Y,SP-5,15128.004,23079.618,Day 26,0.0,,E-2-Q,Y,Trading Asset,Perpetual,Derivatives,ENTITY-13,Markets,2026-03-30,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.5,USD,Y,SP-8,31598.28,7480.089,Day 40,0.0,,S-7-Q,N,Trading Asset,Perpetual,Central Bank,ENTITY-06,Retail Banking,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.6,USD,N,SP-9,20722.603,21325.896,Day 27,15968.258,Day 15,S-2-Q,Y,Available-for-Sale,Perpetual,Derivatives,ENTITY-02,Wealth Management,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-04,I.A.7,AUD,N,SP-4,1205.535,21129.903,Day 4,0.0,,IG-2-Q,Y,Trading Asset,180 - 270 Days,Repo,ENTITY-16,Commercial Banking,2026-03-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.1,USD,Y,,,,Day 53,15623.118,Day 41,,,,Day 30,NULL,ENTITY-07,Commercial Banking,2026-04-26,Debt Issuing SPE,N,24521.158,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.2,USD,Y,,,,Day 52,0.0,,,,,271 - 364 Days,NULL,ENTITY-13,Commercial Banking,2026-04-25,GSE,Y,8988.652,NULL,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.3,JPY,N,,,,Day 18,0.0,,,,,>4 Yr <= 5 Yr,Central Bank,,Prime Brokerage,2026-03-22,Investment Company or Advisor,Y,426.842,NULL,N,504.16,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.4,USD,Y,,,,Day 59,0.0,,,,,91 - 120 Days,Central Bank,ENTITY-10,Treasury,2026-05-02,MDB,N,13200.254,Puttable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.5,SGD,N,,,,Day 6,0.0,,,,,Day 90,Other,ENTITY-17,Markets,2026-03-10,Financial Market Utility,N,10915.69,Callable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.6,USD,Y,,,,Day 54,0.0,,,,,121 - 150 Days,Other,ENTITY-20,Retail Banking,2026-04-27,Other,Y,35549.601,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.7,USD,Y,,,,Day 57,0.0,,,,,>2 Yr <= 3 Yr,Securities Lending,ENTITY-16,Treasury,2026-04-30,GSE,N,29289.138,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-04,I.U.8,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,,,,Day 30,Central Bank,ENTITY-13,Treasury,2027-07-14,Other Supervised Non-Bank Financial Entity,N,12124.906,Callable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.1,USD,Y,SP-4,,,Day 44,0.0,,G-1-Q,N,,>3 Yr <= 4 Yr,NULL,,Retail Banking,2026-04-17,Broker-Dealer,Y,23541.166,Puttable,N,0.0,7090.796,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.2,CNY,N,SP-8,,,Day 40,0.0,,A-1-Q,N,,>3 Yr <= 4 Yr,NULL,ENTITY-03,Markets,2026-04-13,Bank,N,1827.726,Extendable,Y,0.0,43877.847,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.3,USD,N,SP-1,,,Day 9,0.0,,G-1-Q,N,,271 - 364 Days,Securities Lending,,Commercial Banking,2026-03-13,Bank,Y,3033.761,Puttable,N,20.0,39769.738,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.4,USD,Y,SP-7,,,>2 Yr <= 3 Yr,0.0,,A-1-Q,Y,,>4 Yr <= 5 Yr,Other,,Markets,2028-05-10,Bank,Y,4094.779,Extendable,N,100.0,48675.988,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.5,USD,Y,SP-1,,,Day 27,0.0,,A-1-Q,N,,Day 60,Central Bank,ENTITY-17,Retail Banking,2026-03-31,Bank,N,2118.198,Callable,Y,50.0,2647.713,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.6,USD,Y,SP-3,,,Day 32,0.0,,G-1-Q,Y,,Perpetual,Securities Lending,ENTITY-13,Prime Brokerage,2026-04-05,Bank,N,33734.339,Callable,Y,150.0,48654.437,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.7,JPY,N,SP-6,,,Day 25,45026.755,Day 48,A-1-Q,N,,180 - 270 Days,Derivatives,ENTITY-05,Markets,2026-03-29,Financial Market Utility,N,44526.577,Callable,Y,50.0,25058.16,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.8,JPY,N,SP-9,,,Day 37,0.0,,CB-1-Q,N,,91 - 120 Days,Other,ENTITY-08,Treasury,2026-04-10,Broker-Dealer,Y,9221.016,NULL,Y,20.0,31039.415,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.9,USD,Y,SP-6,,,Day 39,0.0,,CB-1-Q,Y,,Perpetual,FHLB,ENTITY-04,Markets,2026-04-12,Broker-Dealer,N,2908.551,Puttable,Y,100.0,47605.456,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-03-04,I.S.10,USD,Y,SP-6,,,Day 39,0.0,,A-1-Q,N,,Day 30,Other,,Treasury,2026-04-12,Other,Y,12756.309,Callable,N,20.0,35732.73,Y,N,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-03-04,I.O.1,JPY,N,,,,Day 7,0.0,,E-2-Q,N,,,,,Markets,2026-03-11,Investment Company or Advisor,N,5881.647,,N,,13590.086,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-03-04,I.O.2,USD,Y,,,,Day 8,0.0,,E-1-Q,N,,,,,Markets,2026-03-12,Investment Company or Advisor,N,9475.995,,N,,11489.336,,,,,,,,,,,,,,,,,
