Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-04-13,I.A.1,CAD,N,SP-3,3352.575,26689.382,Day 25,0.0,,S-6,Y,Trading Asset,>= 1 Yr <= 2 Yr,Other,ENTITY-20,Commercial Banking,2026-05-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.2,CHF,N,SP-3,9778.638,32623.44,Day 32,0.0,,CB-1-Q,Y,Available-for-Sale,>3 Yr <= 4 Yr,Other,ENTITY-05,Wealth Management,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.3,HKD,N,SP-8,8266.158,3594.385,Day 7,30610.198,Day 44,S-3-Q,Y,Not Applicable,>3 Yr <= 4 Yr,Other,ENTITY-14,Commercial Banking,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.4,USD,N,SP-8,16143.668,32085.762,Day 9,0.0,,S-5-Q,N,Not Applicable,Perpetual,FHLB,ENTITY-14,Commercial Banking,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.5,USD,Y,SP-1,27745.59,10166.212,151 - 179 Days,15043.814,Day 43,C-1,Y,Held-to-Maturity,Day 60,Central Bank,ENTITY-08,Retail Banking,2026-09-20,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.6,CHF,N,SP-3,33978.843,3038.254,Day 16,0.0,,E-1,Y,Available-for-Sale,180 - 270 Days,Central Bank,ENTITY-06,Prime Brokerage,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-13,I.A.7,AUD,N,SP-2,2246.633,959.33,Day 15,0.0,,IG-2-Q,Y,Available-for-Sale,>3 Yr <= 4 Yr,Other,ENTITY-03,Retail Banking,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-13,I.U.1,USD,N,,,,Day 20,0.0,,,,,Day 30,Derivatives,ENTITY-12,Markets,2026-05-03,Debt Issuing SPE,Y,43309.813,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-13,I.U.1,EUR,N,,,,Open,40082.637,121 - 150 Days,,,,>2 Yr <= 3 Yr,Repo,,Commercial Banking,,Central Bank,Y,31258.853,Puttable,N,273.72,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-13,I.U.2,USD,Y,,,,Day 43,0.0,,,,,>3 Yr <= 4 Yr,Derivatives,ENTITY-19,Wealth Management,2026-05-26,Pension Fund,Y,37065.32,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
