Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-04-06,I.A.1,USD,Y,SP-9,23484571500000.0,20944844500000.0,Day 50,0.0,,A-5,Y,Not Applicable,>4 Yr <= 5 Yr,FHLB,ENTITY-01,Markets,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.2,USD,Y,SP-8,9084763000000.0,3240631500000.0,Day 56,0.0,,G-1-Q,N,Available-for-Sale,121 - 150 Days,Repo,ENTITY-11,Commercial Banking,2026-06-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.3,HKD,N,SP-7,8163268500000.0,9173934000000.0,Day 22,0.0,,E-1,Y,Available-for-Sale,Day 90,FHLB,ENTITY-07,Wealth Management,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.4,CNY,N,SP-3,19772497000000.0,14235325500000.0,Day 38,14644663000000.0,Day 52,S-7,Y,Available-for-Sale,151 - 179 Days,Central Bank,ENTITY-03,Commercial Banking,2026-05-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.5,USD,Y,SP-5,16874715499999.998,7501724000000.0,Day 55,0.0,,G-2-Q,N,Available-for-Sale,91 - 120 Days,Securities Lending,ENTITY-18,Treasury,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.6,USD,Y,SP-1,12057713500000.0,22944555000000.0,Day 39,16042215500000.0,>= 1 Yr <= 2 Yr,S-8,Y,Available-for-Sale,121 - 150 Days,Securities Lending,ENTITY-19,Retail Banking,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-06,I.A.7,USD,Y,SP-1,19659417000000.0,17389172999999.998,Day 37,0.0,,A-0-Q,N,Held-to-Maturity,Day 1,Repo,ENTITY-06,Markets,2026-05-13,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.1,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,,,,Day 1,Derivatives,,Markets,2027-07-19,Small Business,Y,26359.288,NULL,N,25.96,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.2,EUR,N,,,,151 - 179 Days,0.0,,,,,271 - 364 Days,Derivatives,ENTITY-02,Treasury,2026-09-12,Debt Issuing SPE,N,516.655,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.3,AUD,N,,,,Day 58,0.0,,,,,Day 60,Securities Lending,ENTITY-16,Retail Banking,2026-06-03,Sovereign,N,41698.264,NULL,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.4,USD,Y,,,,Day 38,0.0,,,,,121 - 150 Days,FHLB,ENTITY-17,Retail Banking,2026-05-14,PSE,N,6394.286,Callable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.5,USD,Y,,,,Day 56,0.0,,,,,Day 1,Securities Lending,ENTITY-07,Treasury,2026-06-01,Non-Financial Corporate,N,16413.517,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.6,AUD,N,,,,Day 43,0.0,,,,,180 - 270 Days,Derivatives,ENTITY-18,Wealth Management,2026-05-19,Bank,Y,41550.176,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.7,USD,N,,,,Day 10,0.0,,,,,Day 30,NULL,,Wealth Management,2026-04-16,PSE,N,33583.134,Puttable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-06,I.U.8,USD,Y,,,,Day 59,0.0,,,,,180 - 270 Days,Other,ENTITY-09,Markets,2026-06-04,Non-Regulated Fund,N,4950.619,Callable,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.1,USD,Y,SP-1,,,Day 47,0.0,,G-2-Q,N,,180 - 270 Days,Derivatives,ENTITY-11,Wealth Management,2026-05-23,Bank,N,415245300000.0,Callable,Y,150.0,1188927550000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.2,USD,N,SP-1,,,180 - 270 Days,0.0,,A-1-Q,N,,Perpetual,FHLB,,Commercial Banking,2026-10-14,Investment Company or Advisor,Y,547828350000.0,Extendable,N,50.0,190104300000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.3,CAD,N,SP-7,,,Day 25,0.0,,G-2-Q,N,,>2 Yr <= 3 Yr,Repo,,Wealth Management,2026-05-01,Bank,Y,1103982200000.0,NULL,N,100.0,1280684250000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.4,USD,Y,SP-9,,,180 - 270 Days,0.0,,A-1-Q,Y,,Perpetual,Securities Lending,ENTITY-16,Prime Brokerage,2026-12-16,Bank,Y,870851500000.0,Extendable,Y,7.02,496566200000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.5,USD,Y,SP-5,,,61 - 67 Days,0.0,,G-2-Q,N,,180 - 270 Days,Securities Lending,ENTITY-15,Commercial Banking,2026-06-08,Bank,N,364191000000.0,Extendable,Y,150.0,1400964500000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.6,USD,Y,SP-1,,,Day 53,0.0,,G-2-Q,Y,,91 - 120 Days,Securities Lending,,Wealth Management,2026-05-29,Bank,Y,1802066000000.0,Extendable,N,150.0,386582750000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.7,USD,Y,SP-4,,,Day 39,562511350000.0,68 - 74 Days,S-1-Q,N,,Day 60,Repo,,Retail Banking,2026-05-15,Bank,Y,81030600000.0,Extendable,N,150.0,365437900000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.8,EUR,N,SP-7,,,Day 12,188545700000.0,Day 35,G-2-Q,Y,,Open,Securities Lending,,Prime Brokerage,2026-04-18,Investment Company or Advisor,N,971741950000.0,Puttable,N,50.0,1630658600000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.9,EUR,N,SP-5,,,Day 8,90294450000.0,Day 10,G-2-Q,Y,,Day 30,Other,ENTITY-11,Treasury,2026-04-14,Bank,Y,1403018050000.0,Extendable,Y,0.0,1587993000000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-06,I.S.10,USD,N,SP-8,,,>4 Yr <= 5 Yr,0.0,,A-1-Q,Y,,Day 60,NULL,ENTITY-02,Wealth Management,2031-02-22,Bank,Y,2458524550000.0,Extendable,Y,0.0,602906300000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-06,I.O.1,HKD,N,,,,Day 16,48569.937,Day 2,E-1-Q,N,,,,ENTITY-16,Commercial Banking,2026-04-22,Other Supranational,N,37525.782,,Y,,8381.67,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-06,I.O.2,CNY,N,,,,Day 24,0.0,,A-4-Q,Y,,,,,Wealth Management,2026-04-30,Sovereign,N,44954.609,,N,,31195.127,,,,,,,,,,,,,,,,,
