Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-03-05,I.A.1,USD,Y,SP-3,11489590000000.0,3501281500000.0,Day 29,0.0,,IG-1-Q,Y,Trading Asset,Day 90,Central Bank,ENTITY-01,Commercial Banking,2026-04-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.2,USD,N,SP-2,4780440000000.0,5603171000000.0,Day 21,0.0,,S-2-Q,Y,Not Applicable,>3 Yr <= 4 Yr,NULL,ENTITY-12,Commercial Banking,2026-03-26,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.3,EUR,N,SP-7,2187868000000.0,23241277500000.0,Day 55,0.0,,S-5-Q,N,Not Applicable,Day 1,Other,ENTITY-06,Wealth Management,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.4,EUR,N,SP-1,17384475999999.998,22666177500000.0,Day 60,0.0,,CB-1,N,Available-for-Sale,>5 Yr,FHLB,ENTITY-13,Commercial Banking,2026-05-04,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.5,JPY,N,SP-2,4780270500000.0,20336570500000.0,Day 57,0.0,,P-2,Y,Available-for-Sale,Day 30,Other,ENTITY-16,Prime Brokerage,2026-05-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.6,SGD,N,SP-4,7856737500000.0,11101375500000.0,Day 58,0.0,,P-1,Y,Trading Asset,>4 Yr <= 5 Yr,Central Bank,ENTITY-06,Markets,2026-05-02,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-05,I.A.7,CNY,N,SP-8,11825244500000.0,7916616000000.0,Day 23,0.0,,IG-2,Y,Trading Asset,Open,Derivatives,ENTITY-04,Wealth Management,2026-03-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-05,I.U.1,USD,Y,,,,Day 52,0.0,,,,,121 - 150 Days,Central Bank,,Commercial Banking,2026-04-26,Other Supranational,Y,34247.89,NULL,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-05,I.U.2,USD,Y,,,,Day 53,0.0,,,,,>2 Yr <= 3 Yr,Other,,Commercial Banking,2026-04-27,Investment Company or Advisor,Y,20096.061,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-05,I.U.3,USD,Y,,,,Day 18,0.0,,,,,>= 1 Yr <= 2 Yr,Central Bank,ENTITY-16,Commercial Banking,2026-03-23,Debt Issuing SPE,N,4312.892,Extendable,Y,96.56,,,,,,,,,,,,,,,,,,
