Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-04-11,I.A.1,CHF,N,SP-4,31443.401,12908.249,91 - 120 Days,39044.151,Day 47,P-1,Y,Held-to-Maturity,Day 60,FHLB,ENTITY-03,Wealth Management,2026-07-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.2,EUR,N,SP-1,22424.66,10992.042,Day 15,0.0,,S-7-Q,N,Not Applicable,>5 Yr,Derivatives,ENTITY-06,Wealth Management,2026-04-26,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.3,AUD,N,SP-9,15658.086,2057.008,>= 1 Yr <= 2 Yr,0.0,,CB-1,N,Not Applicable,>2 Yr <= 3 Yr,FHLB,ENTITY-09,Wealth Management,2027-09-04,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.4,USD,Y,SP-6,42422.082,22306.256,Day 58,0.0,,P-2,Y,Not Applicable,>3 Yr <= 4 Yr,Derivatives,ENTITY-14,Markets,2026-06-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.5,USD,N,SP-7,23362.294,4025.855,Day 56,17536.613,Perpetual,A-5-Q,Y,Trading Asset,Perpetual,Other,ENTITY-07,Wealth Management,2026-06-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.6,USD,N,SP-1,39815.438,18630.033,Day 45,0.0,,S-5-Q,N,Trading Asset,>= 1 Yr <= 2 Yr,Repo,ENTITY-17,Commercial Banking,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-11,I.A.7,USD,Y,SP-7,21491.865,1594.584,Day 1,0.0,,S-6-Q,N,Available-for-Sale,Day 30,NULL,ENTITY-02,Wealth Management,2026-04-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.1,USD,Y,,,,Day 10,35469.258,Day 39,,,,Day 60,Central Bank,ENTITY-15,Prime Brokerage,2026-04-21,Non-Regulated Fund,N,33341.923,NULL,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.2,EUR,N,,,,Day 35,0.0,,,,,>4 Yr <= 5 Yr,Derivatives,ENTITY-20,Wealth Management,2026-05-16,Non-Regulated Fund,N,26757.183,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.3,SGD,N,,,,Day 21,0.0,,,,,151 - 179 Days,NULL,ENTITY-16,Treasury,2026-05-02,Retail,Y,11049.055,Callable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.4,SGD,N,,,,Day 7,0.0,,,,,Day 30,Repo,,Commercial Banking,2026-04-18,GSE,Y,2683.414,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.5,EUR,N,,,,Day 58,0.0,,,,,271 - 364 Days,Other,,Treasury,2026-06-08,Other Supervised Non-Bank Financial Entity,N,6706.385,Puttable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.6,USD,Y,,,,Day 52,0.0,,,,,271 - 364 Days,Other,,Commercial Banking,2026-06-02,Broker-Dealer,Y,21490.822,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.7,CAD,N,,,,Day 53,0.0,,,,,Day 30,Securities Lending,,Markets,2026-06-03,PSE,N,36028.08,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-11,I.U.8,HKD,N,,,,>= 1 Yr <= 2 Yr,0.0,,,,,>= 1 Yr <= 2 Yr,Securities Lending,,Retail Banking,2027-07-30,Non-Financial Corporate,Y,38845.024,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.1,USD,Y,SP-9,,,Day 5,0.0,,CB-1-Q,Y,,121 - 150 Days,FHLB,,Commercial Banking,2026-04-16,Broker-Dealer,Y,44576.43,NULL,N,150.0,9453.93,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.2,HKD,N,SP-3,,,Day 24,0.0,,A-1-Q,N,,Day 30,NULL,,Commercial Banking,2026-05-05,Bank,Y,23609.095,Puttable,N,0.0,12472.929,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.3,USD,Y,SP-1,,,Day 52,0.0,,G-1-Q,Y,,271 - 364 Days,Central Bank,,Markets,2026-06-02,Broker-Dealer,Y,30831.945,Puttable,N,379.47,37071.117,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.4,USD,N,SP-5,,,Day 13,0.0,,S-1-Q,Y,,>4 Yr <= 5 Yr,NULL,ENTITY-17,Wealth Management,2026-04-24,Bank,Y,34221.796,NULL,Y,20.0,19026.769,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.5,USD,Y,SP-2,,,75 - 82 Days,0.0,,CB-1-Q,Y,,>3 Yr <= 4 Yr,Repo,ENTITY-17,Prime Brokerage,2026-06-30,Broker-Dealer,Y,31640.983,Puttable,Y,50.0,28424.038,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.6,CAD,N,SP-3,,,>= 1 Yr <= 2 Yr,0.0,,A-1-Q,N,,Day 1,Central Bank,,Commercial Banking,2027-06-24,Broker-Dealer,Y,38003.168,Extendable,N,20.0,48008.155,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.7,USD,Y,SP-6,,,91 - 120 Days,0.0,,A-1-Q,Y,,Day 90,Central Bank,ENTITY-06,Commercial Banking,2026-07-25,Financial Market Utility,N,33844.571,NULL,Y,100.0,19005.167,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.8,SGD,N,SP-1,,,Day 2,0.0,,G-1-Q,Y,,Day 30,Central Bank,ENTITY-04,Commercial Banking,2026-04-13,Financial Market Utility,Y,35900.855,Puttable,Y,411.54,21782.579,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.9,AUD,N,SP-7,,,Day 30,0.0,,G-1-Q,Y,,121 - 150 Days,Derivatives,ENTITY-04,Markets,2026-05-11,Bank,N,34862.848,NULL,Y,20.0,6398.847,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-11,I.S.10,USD,Y,SP-1,,,Day 2,37996.399,Day 56,CB-1-Q,Y,,>= 1 Yr <= 2 Yr,NULL,ENTITY-19,Markets,2026-04-13,Bank,Y,10715.953,Callable,Y,0.0,26052.77,N,Y,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.1,SGD,N,,,,Day 52,0.0,,S-5,Y,,,,,Markets,2026-06-02,Central Bank,N,22067.624,,N,,8284.529,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.2,HKD,N,,,,Day 42,0.0,,S-6,N,,,,ENTITY-17,Retail Banking,2026-05-23,Other,Y,20867.829,,Y,,22272.972,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.3,USD,Y,,,,Day 5,0.0,,CB-2,N,,,,,Markets,2026-04-16,Financial Market Utility,N,9337.915,,N,,8571.201,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.4,USD,Y,,,,Day 34,18351.65,61 - 67 Days,E-2-Q,N,,,,ENTITY-08,Commercial Banking,2026-05-15,Bank,Y,11990.75,,Y,,20773.772,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.5,USD,Y,,,,68 - 74 Days,0.0,,S-7-Q,Y,,,,ENTITY-14,Prime Brokerage,2026-06-20,Pension Fund,N,23094.144,,Y,,2174.64,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.6,SGD,N,,,,Day 42,0.0,,IG-2-Q,Y,,,,,Markets,2026-05-23,Broker-Dealer,N,10610.02,,N,,19678.259,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.7,USD,Y,,,,Day 26,0.0,,CB-2-Q,Y,,,,ENTITY-03,Wealth Management,2026-05-07,Investment Company or Advisor,Y,14143.113,,Y,,1525.639,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.8,USD,Y,,,,Day 35,0.0,,E-1-Q,Y,,,,,Treasury,2026-05-16,Debt Issuing SPE,N,3156.318,,N,,19307.335,,,,,,,,,,,,,,,,,
Inflows,Other,BoFA,2026-04-11,I.O.9,USD,Y,,,,Day 26,0.0,,G-3,N,,,,ENTITY-12,Markets,2026-05-07,MDB,N,6864.858,,Y,,125.201,,,,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.1,CAD,N,,,,Day 44,0.0,,S-6,,,,,,Wealth Management,2026-05-25,Bank,N,44037.559,Callable,N,,7712.053,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.2,JPY,N,,,,Day 8,0.0,,S-7,,,,,,Markets,2026-04-19,Other Supervised Non-Bank Financial Entity,N,31202.544,NULL,N,,34543.697,,,Capital,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.3,CAD,N,,,,Day 2,0.0,,S-3,,,,,ENTITY-06,Retail Banking,2026-04-13,Investment Company or Advisor,Y,27854.14,Extendable,Y,,17009.205,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.4,HKD,N,,,,>2 Yr <= 3 Yr,0.0,,S-4,,,,,ENTITY-20,Prime Brokerage,2028-12-14,Bank,N,126.384,NULL,Y,,41506.8,,,Capital,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.5,CHF,N,,,,Day 21,0.0,,G-2-Q,,,,,ENTITY-17,Markets,2026-05-02,Bank,N,30200.766,Puttable,Y,,33609.216,,,Capital,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.6,CNY,N,,,,Day 4,0.0,,A-1-Q,,,,,ENTITY-10,Prime Brokerage,2026-04-15,Bank,N,29117.446,Extendable,Y,,18082.237,,,Capital,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.7,USD,Y,,,,Day 34,0.0,,CB-1,,,,,,Retail Banking,2026-05-15,Other Supervised Non-Bank Financial Entity,Y,41503.421,NULL,N,,20245.767,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.8,USD,Y,,,,Day 59,30728.078,Day 45,G-3-Q,,,,,ENTITY-03,Wealth Management,2026-06-09,Bank,N,32172.45,Extendable,Y,,38324.988,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.9,HKD,N,,,,Day 34,0.0,,E-1-Q,,,,,,Retail Banking,2026-05-15,Broker-Dealer,Y,11162.539,Extendable,N,,4761.534,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.10,USD,Y,,,,Day 38,0.0,,A-2,,,,,,Markets,2026-05-19,Investment Company or Advisor,N,24299.221,Extendable,N,,46398.302,,,Capital,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.11,USD,Y,,,,Day 38,0.0,,S-3,,,,,,Wealth Management,2026-05-19,Bank,N,22201.98,NULL,N,,5088.1,,,TLAC,,,,,,,,,,,,,,
Outflows,Wholesale,BoFA,2026-04-11,O.W.12,JPY,N,,,,>4 Yr <= 5 Yr,10837.605,Day 49,A-2-Q,,,,,,Treasury,2030-12-03,Bank,N,35682.222,Puttable,N,,25910.077,,,Capital,,,,,,,,,,,,,,
