Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-03-17,I.A.1,USD,Y,SP-7,24603020500000.0,4577791000000.0,121 - 150 Days,24091610500000.0,Day 8,G-1-Q,N,Trading Asset,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-19,Markets,2026-08-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.2,USD,Y,SP-6,8068533500000.0,7228084500000.0,Day 49,0.0,,CB-3,N,Trading Asset,>3 Yr <= 4 Yr,Securities Lending,ENTITY-12,Markets,2026-05-05,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.3,USD,Y,SP-6,9287344500000.0,22141458500000.0,68 - 74 Days,0.0,,S-2-Q,Y,Available-for-Sale,91 - 120 Days,Repo,ENTITY-18,Commercial Banking,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.4,GBP,N,SP-7,1120130500000.0,15101549000000.0,Day 53,0.0,,S-3,N,Trading Asset,121 - 150 Days,Central Bank,ENTITY-17,Markets,2026-05-09,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.5,USD,Y,SP-3,21917653000000.0,20690604500000.0,Day 16,0.0,,A-3,N,Not Applicable,Day 60,Repo,ENTITY-16,Retail Banking,2026-04-02,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.6,CHF,N,SP-3,10368645500000.0,14584216000000.0,Day 56,0.0,,CB-1-Q,Y,Held-to-Maturity,121 - 150 Days,NULL,ENTITY-03,Wealth Management,2026-05-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-17,I.A.7,EUR,N,SP-8,14246242000000.0,11079516500000.0,Day 10,0.0,,G-1-Q,Y,Held-to-Maturity,>4 Yr <= 5 Yr,Other,ENTITY-13,Commercial Banking,2026-03-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.1,JPY,N,,,,Day 34,0.0,,,,,180 - 270 Days,NULL,ENTITY-04,Prime Brokerage,2026-04-20,MDB,Y,20526.412,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.2,USD,Y,,,,271 - 364 Days,0.0,,,,,Day 60,Derivatives,ENTITY-17,Wealth Management,2027-03-04,Broker-Dealer,Y,2607.636,Puttable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.3,GBP,N,,,,Day 30,0.0,,,,,Day 60,Repo,,Treasury,2026-04-16,Sovereign,Y,14501.151,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.4,USD,Y,,,,Day 27,0.0,,,,,>4 Yr <= 5 Yr,FHLB,,Prime Brokerage,2026-04-13,Small Business,Y,3825.627,Extendable,N,19.11,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.5,AUD,N,,,,Day 55,0.0,,,,,91 - 120 Days,Central Bank,,Wealth Management,2026-05-11,Non-Financial Corporate,N,17282.001,Extendable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.6,JPY,N,,,,Day 3,0.0,,,,,Day 90,Central Bank,,Wealth Management,2026-03-20,Non-Regulated Fund,Y,28399.878,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.7,USD,Y,,,,Day 31,38689.217,Day 17,,,,271 - 364 Days,NULL,ENTITY-01,Retail Banking,2026-04-17,Bank,N,32418.666,Callable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-17,I.U.8,EUR,N,,,,Day 7,25673.675,Day 41,,,,Day 1,Securities Lending,,Retail Banking,2026-03-24,Non-Financial Corporate,N,22854.013,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-17,I.S.1,GBP,N,SP-7,,,75 - 82 Days,0.0,,G-2-Q,Y,,91 - 120 Days,Other,ENTITY-07,Retail Banking,2026-06-05,Bank,Y,2324175550000.0,Callable,Y,50.0,825971900000.0,Y,Y,,,,,,,,,,,,,,,
