Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Assets,Wells,2026-01-03,I.A.1,USD,Y,SP-5,19130.496,34941.666,Day 24,0.0,,E-1-Q,Y,Trading Asset,180 - 270 Days,Other,ENTITY-13,Wealth Management,2026-01-27,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.2,USD,Y,SP-6,35455.489,33069.273,Day 34,0.0,,G-2,N,Available-for-Sale,>4 Yr <= 5 Yr,NULL,ENTITY-02,Retail Banking,2026-02-06,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.3,USD,Y,SP-2,30116.996,24177.677,Day 33,0.0,,S-2,Y,Held-to-Maturity,Perpetual,Repo,ENTITY-20,Wealth Management,2026-02-05,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.4,AUD,N,SP-8,39981.91,33471.303,Day 43,0.0,,S-6-Q,N,Trading Asset,>5 Yr,NULL,ENTITY-09,Wealth Management,2026-02-15,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.5,JPY,N,SP-1,38750.872,49926.652,Day 59,0.0,,IG-2,N,Trading Asset,Open,Derivatives,ENTITY-16,Retail Banking,2026-03-03,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.6,USD,Y,SP-1,15612.825,13597.75,Day 47,49644.252,Day 27,A-2,N,Held-to-Maturity,Day 60,Central Bank,ENTITY-09,Retail Banking,2026-02-19,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-01-03,I.A.7,CNY,N,SP-3,16883.686,28574.547,>= 1 Yr <= 2 Yr,0.0,,G-3,Y,Trading Asset,180 - 270 Days,Securities Lending,ENTITY-18,Wealth Management,2027-10-29,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.1,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,,,,Perpetual,Other,,Commercial Banking,2027-05-05,PSE,N,2379.66,Extendable,N,50.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.2,AUD,N,,,,Day 46,11268.278,Day 19,,,,>5 Yr,Securities Lending,,Commercial Banking,2026-02-18,Other Supervised Non-Bank Financial Entity,Y,2254.97,NULL,N,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.3,HKD,N,,,,Day 48,0.0,,,,,Day 30,Securities Lending,,Commercial Banking,2026-02-20,Sovereign,Y,18826.669,Puttable,N,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.4,USD,Y,,,,Day 29,1762.605,Day 7,,,,121 - 150 Days,Derivatives,ENTITY-18,Treasury,2026-02-01,Pension Fund,N,13242.858,NULL,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.5,CAD,N,,,,Day 40,0.0,,,,,Perpetual,FHLB,ENTITY-07,Retail Banking,2026-02-12,Bank,Y,1424.119,NULL,Y,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.6,CAD,N,,,,Day 28,0.0,,,,,Day 60,Other,ENTITY-13,Retail Banking,2026-01-31,Retail,N,14454.812,NULL,Y,50.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.7,USD,Y,,,,Day 53,22811.433,151 - 179 Days,,,,121 - 150 Days,Other,,Commercial Banking,2026-02-25,Other Supervised Non-Bank Financial Entity,N,19313.125,NULL,N,100.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-01-03,I.U.8,USD,Y,,,,Day 46,0.0,,,,,>2 Yr <= 3 Yr,NULL,ENTITY-15,Wealth Management,2026-02-18,Central Bank,Y,17246.393,NULL,Y,150.0,,,,,,,,,,,,,
