Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Assets,Wells,2026-03-03,I.A.1,USD,Y,SP-6,44006.595,20702.008,Day 52,0.0,,S-4-Q,Y,Available-for-Sale,Day 90,Repo,ENTITY-01,Markets,2026-04-24,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.2,USD,Y,SP-6,3973.772,38991.312,Day 17,25116.229,Day 4,CB-4,N,Held-to-Maturity,>3 Yr <= 4 Yr,Derivatives,ENTITY-16,Retail Banking,2026-03-20,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.3,USD,N,SP-7,11127.711,33566.954,Day 25,0.0,,CB-2-Q,N,Not Applicable,>= 1 Yr <= 2 Yr,Other,ENTITY-15,Retail Banking,2026-03-28,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.4,AUD,N,SP-7,30575.244,37123.393,180 - 270 Days,0.0,,G-1,Y,Not Applicable,>5 Yr,Other,ENTITY-02,Retail Banking,2026-11-04,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.5,USD,Y,SP-4,14558.968,19901.995,Day 38,0.0,,S-3,Y,Not Applicable,271 - 364 Days,FHLB,ENTITY-02,Wealth Management,2026-04-10,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.6,USD,Y,SP-3,38936.557,46892.123,271 - 364 Days,0.0,,E-2-Q,N,Available-for-Sale,91 - 120 Days,Derivatives,ENTITY-19,Wealth Management,2026-12-24,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-03-03,I.A.7,USD,Y,SP-2,5708.247,22469.921,Day 46,4265.327,Day 18,C-1,Y,Not Applicable,>3 Yr <= 4 Yr,NULL,ENTITY-06,Commercial Banking,2026-04-18,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.1,USD,N,,,,Day 57,0.0,,,,,91 - 120 Days,NULL,ENTITY-20,Prime Brokerage,2026-04-29,Pension Fund,N,18254.043,Puttable,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.2,USD,Y,,,,Day 56,22054.196,Day 4,,,,Open,Repo,ENTITY-02,Wealth Management,2026-04-28,PSE,N,11343.462,NULL,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.3,USD,Y,,,,Day 20,0.0,,,,,91 - 120 Days,Derivatives,ENTITY-03,Commercial Banking,2026-03-23,Sovereign,N,24843.379,Puttable,Y,50.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.4,EUR,N,,,,Day 35,0.0,,,,,>4 Yr <= 5 Yr,FHLB,ENTITY-04,Treasury,2026-04-07,Debt Issuing SPE,Y,3050.581,Puttable,Y,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.5,CAD,N,,,,>3 Yr <= 4 Yr,0.0,,,,,Perpetual,Derivatives,,Prime Brokerage,2030-01-17,Non-Regulated Fund,N,23177.634,Extendable,N,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-03,I.U.6,AUD,N,,,,Day 27,0.0,,,,,121 - 150 Days,Central Bank,,Treasury,2026-03-30,Small Business,N,8741.251,NULL,N,50.0,,,,,,,,,,,,,
