Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-04-21,I.A.1,CHF,N,SP-1,20026.35,8375.781,Day 7,0.0,,CB-1,N,Held-to-Maturity,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-15,Prime Brokerage,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.2,JPY,N,SP-9,18486.105,6901.838,Day 19,0.0,,S-6,Y,Held-to-Maturity,>= 1 Yr <= 2 Yr,Central Bank,ENTITY-18,Retail Banking,2026-05-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.3,AUD,N,SP-2,35143.652,35359.782,Day 28,0.0,,LC-1,Y,Trading Asset,>2 Yr <= 3 Yr,Derivatives,ENTITY-07,Retail Banking,2026-05-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.4,USD,Y,SP-8,33107.254,23325.135,Day 40,0.0,,E-2-Q,N,Not Applicable,91 - 120 Days,Repo,ENTITY-14,Commercial Banking,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.5,USD,N,SP-7,39607.258,19756.419,Day 40,5271.437,Day 21,G-3-Q,Y,Held-to-Maturity,Day 60,NULL,ENTITY-16,Wealth Management,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.6,AUD,N,SP-4,39597.898,37099.568,Day 38,36485.498,Day 59,CB-4,Y,Available-for-Sale,271 - 364 Days,Derivatives,ENTITY-02,Prime Brokerage,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-21,I.A.7,USD,Y,SP-7,882.042,13450.753,Day 42,0.0,,A-4-Q,N,Held-to-Maturity,>5 Yr,Other,ENTITY-13,Markets,2026-06-02,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.1,EUR,N,,,,Day 15,0.0,,,,,>5 Yr,Repo,,Treasury,2026-05-06,Debt Issuing SPE,Y,46231.216,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.1,USD,Y,,,,Day 30,0.0,,,,,>5 Yr,Other,ENTITY-12,Markets,2026-05-21,MDB,N,23007.817,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.2,EUR,N,,,,Day 46,0.0,,,,,271 - 364 Days,Derivatives,,Prime Brokerage,2026-06-06,MDB,N,31868.155,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.2,HKD,N,,,,Day 53,0.0,,,,,Day 30,NULL,,Wealth Management,2026-06-13,Central Bank,Y,31923.461,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.2,USD,Y,,,,Day 10,48249.226,Day 1,,,,151 - 179 Days,Central Bank,,Wealth Management,2026-05-01,Small Business,N,37683.131,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.2,USD,Y,,,,Day 12,0.0,,,,,180 - 270 Days,FHLB,ENTITY-13,Retail Banking,2026-05-03,Bank,Y,45009.01,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.3,CHF,N,,,,>= 1 Yr <= 2 Yr,0.0,,,,,91 - 120 Days,FHLB,,Commercial Banking,2027-12-12,Pension Fund,Y,39692.38,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-21,I.U.4,CNY,N,,,,Day 31,0.0,,,,,Day 90,Securities Lending,ENTITY-20,Retail Banking,2026-05-22,Other Supervised Non-Bank Financial Entity,N,33138.719,Puttable,Y,20.0,,,,,,,,,,,,,,,,,,
