Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-03-23,I.A.1,USD,Y,SP-1,27706.161,39648.612,Day 24,0.0,,CB-4,Y,Held-to-Maturity,>= 1 Yr <= 2 Yr,Central Bank,ENTITY-16,Retail Banking,2026-04-16,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.2,USD,Y,SP-8,1825.643,42941.334,Day 50,0.0,,S-1-Q,Y,Available-for-Sale,Perpetual,Central Bank,ENTITY-10,Retail Banking,2026-05-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.3,CHF,N,SP-4,17683.654,18523.475,Day 2,0.0,,G-1-Q,Y,Available-for-Sale,Day 30,Other,ENTITY-05,Commercial Banking,2026-03-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.4,CAD,N,SP-5,43837.283,21903.808,Day 54,0.0,,A-2-Q,N,Held-to-Maturity,>5 Yr,NULL,ENTITY-07,Commercial Banking,2026-05-16,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.5,CHF,N,SP-3,6296.294,24182.974,Day 2,0.0,,P-1,N,Not Applicable,151 - 179 Days,Repo,ENTITY-08,Wealth Management,2026-03-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.6,USD,Y,SP-1,958.098,3375.821,Day 44,0.0,,CB-2,N,Not Applicable,>2 Yr <= 3 Yr,Other,ENTITY-03,Wealth Management,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-03-23,I.A.7,USD,Y,SP-4,40042.165,12293.215,Day 56,21598.484,Day 12,S-6,N,Trading Asset,180 - 270 Days,Securities Lending,ENTITY-15,Wealth Management,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-23,I.U.1,USD,Y,,,,Day 35,0.0,,,,,>3 Yr <= 4 Yr,Derivatives,ENTITY-06,Prime Brokerage,2026-04-27,Other,Y,24784.888,Puttable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-23,I.U.2,CHF,N,,,,Day 34,0.0,,,,,Day 1,Repo,,Treasury,2026-04-26,Other Supervised Non-Bank Financial Entity,Y,29209.782,NULL,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-03-23,I.U.3,USD,Y,,,,Day 49,0.0,,,,,180 - 270 Days,Repo,,Commercial Banking,2026-05-11,GSE,N,16473.316,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
