Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-04-24,I.A.1,USD,Y,SP-8,14547323500000.0,4964885000000.0,Day 4,0.0,,CB-1-Q,N,Held-to-Maturity,Day 90,Repo,ENTITY-17,Markets,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.2,USD,Y,SP-1,9543834000000.0,7249024000000.0,Day 59,0.0,,A-5-Q,N,Not Applicable,>= 1 Yr <= 2 Yr,Repo,ENTITY-19,Commercial Banking,2026-06-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.3,SGD,N,SP-1,6570891500000.0,6520632500000.0,Day 41,0.0,,E-2-Q,N,Not Applicable,Open,FHLB,ENTITY-16,Prime Brokerage,2026-06-04,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.4,AUD,N,SP-6,7123172500000.0,15422200000000.0,Day 20,0.0,,A-4,Y,Not Applicable,>2 Yr <= 3 Yr,NULL,ENTITY-15,Commercial Banking,2026-05-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.5,CAD,N,SP-2,7880411500000.0,24002357500000.0,Day 4,0.0,,LC-2,Y,Trading Asset,91 - 120 Days,NULL,ENTITY-11,Wealth Management,2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.6,USD,Y,SP-6,5008684500000.0,11826307000000.0,Day 41,0.0,,CB-2-Q,N,Trading Asset,>2 Yr <= 3 Yr,Central Bank,ENTITY-08,Prime Brokerage,2026-06-04,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-24,I.A.7,USD,N,SP-2,1520885000000.0,23997831000000.0,180 - 270 Days,6279231000000.0,Day 43,G-3-Q,N,Trading Asset,Open,FHLB,ENTITY-05,Commercial Banking,2027-01-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-24,I.U.1,USD,Y,,,,Day 43,0.0,,,,,>4 Yr <= 5 Yr,Central Bank,,Commercial Banking,2026-06-06,Debt Issuing SPE,N,28381.509,Puttable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-24,I.U.2,USD,N,,,,91 - 120 Days,0.0,,,,,>= 1 Yr <= 2 Yr,NULL,,Markets,2026-07-24,Non-Regulated Fund,Y,48519.209,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-24,I.U.3,CAD,N,,,,180 - 270 Days,35287.549,Day 23,,,,Day 1,Securities Lending,ENTITY-07,Commercial Banking,2026-12-14,Other Supranational,Y,43852.254,NULL,Y,0.0,,,,,,,,,,,,,,,,,,
