Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,Chase,2026-04-01,I.A.1,USD,Y,SP-7,11257.976,1454.863,Day 14,0.0,,CB-1-Q,N,Not Applicable,>3 Yr <= 4 Yr,Other,ENTITY-11,Commercial Banking,2026-04-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.2,USD,Y,SP-2,13500.077,15771.423,Day 37,0.0,,S-1-Q,N,Not Applicable,121 - 150 Days,Repo,ENTITY-05,Commercial Banking,2026-05-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.3,USD,Y,SP-6,18475.705,23543.908,Day 58,0.0,,S-4-Q,Y,Not Applicable,>5 Yr,Other,ENTITY-12,Markets,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.4,USD,N,SP-6,28173.917,20226.558,Day 46,17006.524,Open,S-7,Y,Not Applicable,Day 1,Central Bank,ENTITY-20,Prime Brokerage,2026-05-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.5,EUR,N,SP-2,336.962,13695.619,151 - 179 Days,0.0,,A-3-Q,N,Not Applicable,180 - 270 Days,NULL,ENTITY-17,Markets,2026-09-09,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.6,CNY,N,SP-7,20154.321,27355.252,Day 57,0.0,,S-3-Q,Y,Held-to-Maturity,Day 30,Derivatives,ENTITY-13,Wealth Management,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-04-01,I.A.7,USD,Y,SP-5,37285.953,25157.984,Day 46,0.0,,G-3,N,Available-for-Sale,180 - 270 Days,Other,ENTITY-14,Wealth Management,2026-05-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.1,JPY,N,,,,Day 41,3948.56,Day 18,,,,Day 90,NULL,,Prime Brokerage,2026-05-12,Non-Regulated Fund,Y,15955.256,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.2,USD,Y,,,,Day 2,0.0,,,,,Day 60,NULL,ENTITY-10,Wealth Management,2026-04-03,Central Bank,Y,9397.745,NULL,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.3,SGD,N,,,,Day 26,0.0,,,,,121 - 150 Days,NULL,ENTITY-06,Commercial Banking,2026-04-27,Pension Fund,Y,1709.384,NULL,Y,872.5,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.4,GBP,N,,,,Day 20,0.0,,,,,Perpetual,Repo,,Prime Brokerage,2026-04-21,Other Supranational,N,38415.667,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.5,USD,Y,,,,Day 22,11251.485,Day 29,,,,Day 1,Securities Lending,,Wealth Management,2026-04-23,Other Supranational,Y,24016.616,Puttable,N,673.65,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.6,JPY,N,,,,Open,0.0,,,,,271 - 364 Days,Repo,,Wealth Management,,Bank,N,24854.204,NULL,N,211.28,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.7,USD,Y,,,,Day 29,48139.568,271 - 364 Days,,,,>2 Yr <= 3 Yr,NULL,ENTITY-01,Commercial Banking,2026-04-30,Other Supervised Non-Bank Financial Entity,N,3097.996,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-04-01,I.U.8,HKD,N,,,,Day 2,0.0,,,,,Day 60,Other,,Prime Brokerage,2026-04-03,Retail,Y,511.779,NULL,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,Chase,2026-04-01,I.S.1,USD,Y,SP-4,,,Day 35,48735.164,>3 Yr <= 4 Yr,A-1-Q,Y,,151 - 179 Days,Other,,Prime Brokerage,2026-05-06,Bank,Y,5740.664,Puttable,N,100.0,37129.921,N,Y,,,,,,,,,,,,,,,
