Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-04-06,I.A.1,AUD,N,SP-3,2127.744,20518.573,271 - 364 Days,0.0,,S-3-Q,N,Held-to-Maturity,>3 Yr <= 4 Yr,Derivatives,ENTITY-14,Prime Brokerage,2027-04-05,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.2,CAD,N,SP-7,6655.734,26496.838,Day 31,10847.966,Day 18,S-5,Y,Trading Asset,>5 Yr,FHLB,ENTITY-14,Commercial Banking,2026-05-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.3,CNY,N,SP-7,2544.285,10858.907,>= 1 Yr <= 2 Yr,0.0,,G-1,N,Held-to-Maturity,>5 Yr,NULL,ENTITY-07,Prime Brokerage,2028-01-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.4,USD,Y,SP-7,28753.457,40041.84,Day 19,0.0,,S-5-Q,Y,Not Applicable,>= 1 Yr <= 2 Yr,FHLB,ENTITY-20,Markets,2026-04-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.5,USD,Y,SP-6,42630.046,15664.694,Day 45,0.0,,G-2-Q,N,Available-for-Sale,>2 Yr <= 3 Yr,FHLB,ENTITY-11,Markets,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.6,USD,Y,SP-3,8162.837,5922.023,Day 52,0.0,,E-1,N,Trading Asset,151 - 179 Days,NULL,ENTITY-05,Prime Brokerage,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-06,I.A.7,CNY,N,SP-8,8522.898,997.706,Day 46,0.0,,S-5,Y,Not Applicable,Open,Derivatives,ENTITY-19,Commercial Banking,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.1,GBP,N,,,,Day 25,0.0,,,,,271 - 364 Days,Central Bank,,Markets,2026-05-01,Investment Company or Advisor,Y,4438.873,Puttable,N,618.44,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.2,JPY,N,,,,Day 21,0.0,,,,,151 - 179 Days,Central Bank,,Wealth Management,2026-04-27,Non-Regulated Fund,Y,19584.362,NULL,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.3,USD,Y,,,,Day 60,0.0,,,,,>3 Yr <= 4 Yr,NULL,,Prime Brokerage,2026-06-05,Retail,N,15226.845,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.4,USD,Y,,,,Day 57,20351.651,Day 8,,,,>= 1 Yr <= 2 Yr,Other,ENTITY-05,Retail Banking,2026-06-02,Debt Issuing SPE,N,10666.901,NULL,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.5,USD,Y,,,,Day 43,25045.055,Day 10,,,,Day 90,FHLB,,Wealth Management,2026-05-19,Non-Financial Corporate,Y,28924.285,NULL,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.6,USD,Y,,,,Day 10,0.0,,,,,>= 1 Yr <= 2 Yr,Central Bank,ENTITY-16,Prime Brokerage,2026-04-16,Financial Market Utility,Y,8408.762,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.7,USD,Y,,,,Day 33,0.0,,,,,121 - 150 Days,Central Bank,ENTITY-06,Retail Banking,2026-05-09,Non-Financial Corporate,Y,38967.614,Callable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-06,I.U.8,HKD,N,,,,Day 44,0.0,,,,,Open,Central Bank,,Prime Brokerage,2026-05-20,PSE,N,10037.992,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.1,USD,Y,SP-8,,,Day 11,0.0,,G-1-Q,N,,>2 Yr <= 3 Yr,Central Bank,,Prime Brokerage,2026-04-17,Broker-Dealer,Y,599.947,Puttable,N,50.0,36357.446,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.2,AUD,N,SP-8,,,Day 51,7634.242,Day 50,G-1-Q,N,,>5 Yr,Derivatives,,Prime Brokerage,2026-05-27,Bank,Y,16218.389,Extendable,N,0.0,1223.991,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.3,USD,Y,SP-1,,,Day 20,0.0,,G-1-Q,N,,180 - 270 Days,Repo,ENTITY-12,Commercial Banking,2026-04-26,Broker-Dealer,Y,24866.122,Puttable,Y,83.63,47366.545,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.4,AUD,N,SP-1,,,Day 20,30924.009,Day 41,G-1-Q,N,,271 - 364 Days,Central Bank,ENTITY-12,Treasury,2026-04-26,Bank,N,47842.836,Puttable,Y,100.0,26481.836,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.5,CAD,N,SP-5,,,>4 Yr <= 5 Yr,0.0,,S-1-Q,Y,,121 - 150 Days,Repo,,Commercial Banking,2031-02-19,Bank,Y,27749.787,Puttable,N,0.0,11446.335,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.6,USD,Y,SP-8,,,Day 24,0.0,,G-1-Q,N,,Day 90,Securities Lending,,Commercial Banking,2026-04-30,Bank,N,19478.824,Puttable,N,20.0,11166.666,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.7,USD,Y,SP-5,,,Day 24,0.0,,A-1-Q,Y,,151 - 179 Days,Other,ENTITY-14,Retail Banking,2026-04-30,Broker-Dealer,Y,36670.996,Puttable,Y,100.0,10212.001,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-06,I.S.8,CNY,N,SP-4,,,Day 58,6426.784,Day 4,A-1-Q,N,,91 - 120 Days,FHLB,ENTITY-11,Markets,2026-06-03,Broker-Dealer,N,35314.837,Puttable,Y,100.0,43386.885,N,Y,,,,,,,,,,,,,,,
