Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Assets,Wells,2026-04-17,I.A.1,SGD,N,SP-4,6615.512,5103.089,Day 40,0.0,,A-5-Q,N,Not Applicable,>5 Yr,FHLB,ENTITY-18,Wealth Management,2026-05-27,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.2,AUD,N,SP-9,26727.391,2625.721,Day 12,0.0,,A-2-Q,N,Held-to-Maturity,Day 30,Other,ENTITY-13,Commercial Banking,2026-04-29,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.3,USD,N,SP-9,10263.206,12219.984,Day 20,41436.562,Day 40,A-5,N,Available-for-Sale,Open,Securities Lending,ENTITY-13,Commercial Banking,2026-05-07,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.4,USD,Y,SP-1,16107.69,43158.839,>2 Yr <= 3 Yr,0.0,,S-1-Q,N,Trading Asset,121 - 150 Days,NULL,ENTITY-01,Commercial Banking,2028-12-17,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.5,CNY,N,SP-3,42979.879,2127.009,Day 48,0.0,,A-4,Y,Held-to-Maturity,Day 1,Repo,ENTITY-08,Wealth Management,2026-06-04,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.6,USD,Y,SP-5,48726.017,620.573,Day 1,0.0,,A-4,Y,Not Applicable,Day 30,Securities Lending,ENTITY-15,Markets,2026-04-18,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Wells,2026-04-17,I.A.7,USD,Y,SP-1,2295.507,3128.871,Day 26,0.0,,LC-2,Y,Available-for-Sale,271 - 364 Days,NULL,ENTITY-06,Retail Banking,2026-05-13,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.1,USD,Y,,,,Day 24,0.0,,,,,>4 Yr <= 5 Yr,NULL,,Retail Banking,2026-05-11,Central Bank,Y,9095.434,Puttable,N,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.2,USD,N,,,,Day 55,0.0,,,,,121 - 150 Days,Other,ENTITY-13,Prime Brokerage,2026-06-11,PSE,N,16603.039,Callable,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.3,USD,Y,,,,Day 56,0.0,,,,,Open,Derivatives,ENTITY-19,Wealth Management,2026-06-12,Broker-Dealer,N,22286.96,Extendable,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.4,CNY,N,,,,Day 23,0.0,,,,,Day 1,NULL,ENTITY-02,Retail Banking,2026-05-10,Investment Company or Advisor,Y,16489.784,Puttable,Y,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.5,USD,Y,,,,>5 Yr,0.0,,,,,121 - 150 Days,Other,,Treasury,2034-02-06,MDB,Y,17195.249,Puttable,N,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.6,JPY,N,,,,Day 59,0.0,,,,,151 - 179 Days,Other,,Wealth Management,2026-06-15,Other,N,9025.246,Puttable,N,50.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.7,USD,Y,,,,Day 55,0.0,,,,,Day 30,Derivatives,ENTITY-19,Retail Banking,2026-06-11,Sovereign,N,5731.495,Extendable,Y,50.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-04-17,I.U.8,USD,Y,,,,Day 27,0.0,,,,,>5 Yr,NULL,ENTITY-16,Prime Brokerage,2026-05-14,MDB,N,5741.413,Callable,Y,243.69,,,,,,,,,,,,,
Inflows,Secured,Wells,2026-04-17,I.S.1,USD,Y,SP-6,,,Day 2,0.0,,G-2-Q,N,,271 - 364 Days,Securities Lending,ENTITY-06,Treasury,2026-04-19,Bank,Y,3401.903,Extendable,Y,583.73,8382.706,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-17,I.S.2,USD,Y,SP-9,,,Day 12,8560.909,>3 Yr <= 4 Yr,A-1-Q,Y,,>5 Yr,Derivatives,ENTITY-15,Prime Brokerage,2026-04-29,Broker-Dealer,N,59200.026,Extendable,Y,0.0,12294.572,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-04-17,I.S.3,GBP,N,SP-2,,,Day 29,0.0,,A-1-Q,Y,,>2 Yr <= 3 Yr,Derivatives,ENTITY-02,Treasury,2026-05-16,Bank,N,24221.971,Callable,Y,50.0,35748.559,N,N,,,,,,,,,,
