Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-04-03,I.A.1,USD,Y,SP-8,26733.366,7159.796,Day 28,0.0,,E-2,N,Not Applicable,>3 Yr <= 4 Yr,Central Bank,ENTITY-09,Markets,2026-05-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.2,USD,Y,SP-3,19937.814,27994.798,Day 26,0.0,,A-1-Q,N,Not Applicable,>2 Yr <= 3 Yr,FHLB,ENTITY-01,Wealth Management,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.3,AUD,N,SP-8,23596.133,5719.796,Day 24,34682.385,Day 9,S-1,N,Not Applicable,Day 1,FHLB,ENTITY-08,Markets,2026-04-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.4,EUR,N,SP-9,9075.868,17311.501,>3 Yr <= 4 Yr,0.0,,S-3,N,Held-to-Maturity,Day 60,Repo,ENTITY-01,Wealth Management,2029-11-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.5,USD,Y,SP-6,35694.599,3418.513,Day 20,0.0,,S-8,Y,Available-for-Sale,271 - 364 Days,Securities Lending,ENTITY-01,Treasury,2026-04-23,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.6,CNY,N,SP-8,28802.829,28448.517,Day 39,0.0,,A-2-Q,N,Held-to-Maturity,Open,NULL,ENTITY-03,Prime Brokerage,2026-05-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-03,I.A.7,USD,Y,SP-3,6178.664,2273.58,Day 13,0.0,,G-2-Q,N,Held-to-Maturity,Open,Repo,ENTITY-06,Retail Banking,2026-04-16,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.1,USD,Y,,,,Day 8,0.0,,,,,>4 Yr <= 5 Yr,Repo,ENTITY-11,Markets,2026-04-11,Central Bank,N,38744.469,Callable,Y,358.77,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.1,GBP,N,,,,Day 42,45650.294,Day 25,,,,Open,Repo,,Treasury,2026-05-15,MDB,Y,21172.818,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.1,USD,Y,,,,Day 46,0.0,,,,,180 - 270 Days,FHLB,,Markets,2026-05-19,Central Bank,N,45448.191,Extendable,N,909.42,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.2,CNY,N,,,,75 - 82 Days,0.0,,,,,>3 Yr <= 4 Yr,Repo,,Prime Brokerage,2026-06-22,Retail,N,47320.983,Puttable,N,720.93,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.3,SGD,N,,,,Day 8,0.0,,,,,>2 Yr <= 3 Yr,Securities Lending,ENTITY-12,Commercial Banking,2026-04-11,Other,Y,48442.106,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.3,USD,Y,,,,Day 14,0.0,,,,,Day 90,NULL,ENTITY-12,Retail Banking,2026-04-17,Broker-Dealer,N,27080.834,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.4,USD,Y,,,,Open,0.0,,,,,151 - 179 Days,NULL,,Retail Banking,,Broker-Dealer,Y,43161.294,Extendable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.4,SGD,N,,,,Day 17,0.0,,,,,91 - 120 Days,Securities Lending,,Prime Brokerage,2026-04-20,MDB,N,36792.453,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.4,CHF,N,,,,Day 59,9490.031,83 - 90 Days,,,,>2 Yr <= 3 Yr,NULL,ENTITY-04,Prime Brokerage,2026-06-01,Bank,Y,35561.851,Callable,Y,15.08,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.4,USD,N,,,,Day 51,4169.475,Day 53,,,,>= 1 Yr <= 2 Yr,Central Bank,,Markets,2026-05-24,Pension Fund,N,15434.578,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.5,USD,Y,,,,Day 42,1170.748,>3 Yr <= 4 Yr,,,,Open,Derivatives,,Prime Brokerage,2026-05-15,Sovereign,N,17082.243,Callable,N,81.25,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.5,HKD,N,,,,>5 Yr,0.0,,,,,151 - 179 Days,Derivatives,,Treasury,2036-03-02,Retail,N,26301.838,Callable,N,970.25,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.5,USD,Y,,,,Day 34,34951.512,Day 42,,,,271 - 364 Days,Central Bank,ENTITY-17,Retail Banking,2026-05-07,Debt Issuing SPE,Y,16068.771,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.5,USD,Y,,,,Day 44,0.0,,,,,Day 1,Repo,ENTITY-11,Commercial Banking,2026-05-17,PSE,Y,25047.617,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.6,AUD,N,,,,61 - 67 Days,0.0,,,,,180 - 270 Days,NULL,,Markets,2026-06-05,Retail,Y,31839.376,Callable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.6,AUD,N,,,,Day 41,0.0,,,,,Day 30,Other,,Retail Banking,2026-05-14,Pension Fund,Y,6525.756,NULL,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.6,SGD,N,,,,Day 14,19114.844,Day 43,,,,>3 Yr <= 4 Yr,Securities Lending,,Wealth Management,2026-04-17,Financial Market Utility,Y,3926.315,Puttable,N,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.7,USD,Y,,,,Day 29,0.0,,,,,>2 Yr <= 3 Yr,Other,,Prime Brokerage,2026-05-02,PSE,Y,29341.802,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-03,I.U.7,HKD,N,,,,Day 32,0.0,,,,,271 - 364 Days,Repo,,Prime Brokerage,2026-05-05,Non-Financial Corporate,Y,41810.053,Puttable,N,0.0,,,,,,,,,,,,,,,,,,
