Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-04-23,I.A.1,GBP,N,SP-2,23890684500000.0,7715536000000.0,Day 21,15801238500000.0,Day 30,A-3-Q,N,Available-for-Sale,>4 Yr <= 5 Yr,Other,ENTITY-09,Markets,2026-05-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.2,SGD,N,SP-9,15345532000000.0,5090361500000.0,Perpetual,7200820500000.0,Day 30,S-8,N,Not Applicable,271 - 364 Days,Central Bank,ENTITY-20,Prime Brokerage,,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.3,CHF,N,SP-2,4599160000000.0,5188038500000.0,Day 4,0.0,,A-1-Q,N,Available-for-Sale,271 - 364 Days,Securities Lending,ENTITY-07,Wealth Management,2026-04-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.4,CNY,N,SP-7,1400883000000.0,4759335500000.0,151 - 179 Days,0.0,,E-2,N,Held-to-Maturity,Day 1,NULL,ENTITY-11,Commercial Banking,2026-10-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.5,USD,Y,SP-9,17516288000000.0,15413273500000.0,Day 17,0.0,,S-6,N,Held-to-Maturity,>2 Yr <= 3 Yr,Securities Lending,ENTITY-12,Prime Brokerage,2026-05-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.6,USD,Y,SP-5,14498024500000.0,1851000000000.0,Day 23,17102822499999.998,Day 13,A-3-Q,Y,Not Applicable,Day 60,FHLB,ENTITY-14,Wealth Management,2026-05-16,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-23,I.A.7,USD,N,SP-8,11367742500000.0,21612779000000.0,>2 Yr <= 3 Yr,16828379500000.0,Day 9,S-1,N,Not Applicable,91 - 120 Days,FHLB,ENTITY-11,Commercial Banking,2028-06-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-23,I.U.1,USD,Y,,,,Day 3,0.0,,,,,>= 1 Yr <= 2 Yr,NULL,,Wealth Management,2026-04-26,Other Supervised Non-Bank Financial Entity,N,25856.917,NULL,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-23,I.U.2,USD,Y,,,,Day 15,0.0,,,,,91 - 120 Days,Repo,,Retail Banking,2026-05-08,PSE,N,32554.772,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-23,I.U.3,GBP,N,,,,Day 8,31937.78,>= 1 Yr <= 2 Yr,,,,>= 1 Yr <= 2 Yr,NULL,,Wealth Management,2026-05-01,Pension Fund,N,10969.226,NULL,N,790.71,,,,,,,,,,,,,,,,,,
