Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-04-30,I.A.1,USD,Y,SP-2,15070615500000.0,12901606500000.0,Day 45,0.0,,S-6,N,Trading Asset,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-16,Wealth Management,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.2,GBP,N,SP-5,10324666000000.0,3389275000000.0,Day 45,8724736000000.001,Day 16,S-3-Q,Y,Trading Asset,180 - 270 Days,Repo,ENTITY-12,Prime Brokerage,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.3,CAD,N,SP-8,11735454500000.0,2778248500000.0,Day 42,12051567500000.0,91 - 120 Days,E-2-Q,Y,Held-to-Maturity,271 - 364 Days,FHLB,ENTITY-01,Commercial Banking,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.4,USD,Y,SP-9,2214787000000.0,15333234500000.0,Day 17,0.0,,CB-3-Q,N,Held-to-Maturity,180 - 270 Days,Repo,ENTITY-12,Markets,2026-05-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.5,USD,Y,SP-8,19126050000000.0,22169065500000.0,Day 39,0.0,,CB-1,N,Not Applicable,>3 Yr <= 4 Yr,NULL,ENTITY-06,Prime Brokerage,2026-06-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.6,USD,Y,SP-3,1599590000000.0,19635060000000.0,180 - 270 Days,0.0,,S-8,Y,Not Applicable,Open,Other,ENTITY-03,Markets,2026-11-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-04-30,I.A.7,JPY,N,SP-8,8380462000000.0,1856014000000.0,Day 50,0.0,,S-1,Y,Held-to-Maturity,>3 Yr <= 4 Yr,Central Bank,ENTITY-15,Retail Banking,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.1,USD,Y,,,,Day 29,0.0,,,,,Day 1,Central Bank,ENTITY-02,Markets,2026-05-29,Investment Company or Advisor,N,37533.801,Extendable,Y,536.64,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.2,CAD,N,,,,68 - 74 Days,0.0,,,,,>5 Yr,FHLB,,Prime Brokerage,2026-07-13,Pension Fund,N,30255.089,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.3,USD,Y,,,,Day 55,0.0,,,,,151 - 179 Days,Derivatives,ENTITY-18,Treasury,2026-06-24,Central Bank,Y,35819.236,Puttable,Y,685.62,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.4,USD,Y,,,,Day 23,0.0,,,,,>4 Yr <= 5 Yr,Central Bank,ENTITY-08,Markets,2026-05-23,Broker-Dealer,Y,20901.376,Callable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.5,USD,Y,,,,121 - 150 Days,0.0,,,,,91 - 120 Days,Repo,,Commercial Banking,2026-09-24,Investment Company or Advisor,Y,49337.816,Puttable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.6,USD,Y,,,,Day 42,0.0,,,,,Day 30,NULL,ENTITY-20,Prime Brokerage,2026-06-11,Financial Market Utility,Y,3232.366,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.7,CNY,N,,,,Day 60,0.0,,,,,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-13,Wealth Management,2026-06-29,Bank,N,11401.127,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-04-30,I.U.8,USD,N,,,,Day 26,0.0,,,,,121 - 150 Days,Other,ENTITY-14,Markets,2026-05-26,Central Bank,N,38760.997,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.1,AUD,N,SP-8,,,Day 17,0.0,,A-1-Q,Y,,>5 Yr,Derivatives,ENTITY-18,Retail Banking,2026-05-17,Bank,Y,1481040750000.0,Puttable,Y,50.0,1918563800000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.2,EUR,N,SP-9,,,Day 31,1983025000000.0,Day 57,A-1-Q,N,,>3 Yr <= 4 Yr,FHLB,,Commercial Banking,2026-05-31,Investment Company or Advisor,N,1308434500000.0,Extendable,N,100.0,606312250000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.3,HKD,N,SP-6,,,Day 45,5605750000.0,121 - 150 Days,A-1-Q,N,,>4 Yr <= 5 Yr,Repo,ENTITY-17,Markets,2026-06-14,Bank,N,614286650000.0,Extendable,Y,20.0,451187750000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.4,USD,Y,SP-8,,,Day 26,0.0,,G-2-Q,N,,Day 90,NULL,,Treasury,2026-05-26,Bank,N,1125619950000.0,NULL,N,20.0,490645400000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.5,USD,Y,SP-7,,,Day 31,0.0,,A-1-Q,N,,91 - 120 Days,Securities Lending,,Commercial Banking,2026-05-31,Bank,N,443037500000.0,NULL,N,20.0,1111055150000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.6,HKD,N,SP-2,,,Day 23,0.0,,G-2-Q,Y,,Day 90,Securities Lending,ENTITY-07,Treasury,2026-05-23,Bank,Y,1597189950000.0,Callable,Y,50.0,93465800000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.7,USD,Y,SP-3,,,Day 12,2138251200000.0,Day 12,G-2-Q,N,,Day 90,Derivatives,ENTITY-10,Wealth Management,2026-05-12,Bank,Y,113169000000.0,Callable,Y,150.0,1499021650000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.8,CNY,N,SP-6,,,Day 60,0.0,,G-2-Q,N,,Day 60,Repo,,Treasury,2026-06-29,Bank,N,2128986600000.0,Callable,N,50.0,1427393200000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.9,JPY,N,SP-6,,,Day 45,794361000000.0,Perpetual,G-2-Q,Y,,Day 90,Central Bank,ENTITY-20,Treasury,2026-06-14,Bank,Y,2037208250000.0,NULL,Y,20.0,2210914500000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-04-30,I.S.10,USD,Y,SP-2,,,Day 56,0.0,,G-2-Q,Y,,121 - 150 Days,Other,ENTITY-17,Prime Brokerage,2026-06-25,Investment Company or Advisor,Y,186459300000.0,Puttable,Y,0.0,1760743300000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.1,USD,Y,,,,Day 35,0.0,,S-3,Y,,,,,Commercial Banking,2026-06-04,Debt Issuing SPE,N,48159.082,,N,,5708.889,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.1,USD,Y,,,,Day 39,1521.282,Day 50,G-1,N,,,,ENTITY-16,Commercial Banking,2026-06-08,Small Business,N,10255.787,,Y,,9397.276,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.1,SGD,N,,,,61 - 67 Days,10239.053,Day 52,P-1,Y,,,,,Wealth Management,2026-07-02,Retail,N,20539.439,,N,,45928.757,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.1,USD,Y,,,,68 - 74 Days,0.0,,S-7-Q,Y,,,,ENTITY-12,Prime Brokerage,2026-07-07,Pension Fund,Y,18502.795,,Y,,26556.696,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.2,USD,N,,,,Day 60,0.0,,G-3,N,,,,ENTITY-11,Retail Banking,2026-06-29,Sovereign,N,33435.385,,Y,,46903.266,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.2,EUR,N,,,,Open,0.0,,G-2-Q,Y,,,,ENTITY-12,Retail Banking,,Financial Market Utility,N,9180.699,,Y,,31251.431,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.2,AUD,N,,,,Day 41,0.0,,S-5,Y,,,,ENTITY-05,Wealth Management,2026-06-10,Bank,Y,25483.02,,Y,,29700.514,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.2,CNY,N,,,,Day 1,0.0,,S-1,N,,,,,Prime Brokerage,2026-05-01,Other,Y,38973.603,,N,,44132.53,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.3,USD,N,,,,Open,0.0,,S-5,Y,,,,,Markets,,Central Bank,Y,39466.917,,N,,8391.237,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.4,JPY,N,,,,Day 17,0.0,,CB-1-Q,Y,,,,ENTITY-14,Retail Banking,2026-05-17,GSE,N,23167.084,,Y,,25066.69,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.4,HKD,N,,,,Day 59,0.0,,IG-1-Q,Y,,,,,Prime Brokerage,2026-06-28,Pension Fund,N,40692.273,,N,,39845.107,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.4,CNY,N,,,,Day 18,0.0,,S-2-Q,N,,,,,Treasury,2026-05-18,Other Supranational,N,2049.676,,N,,39289.227,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.5,CAD,N,,,,Day 9,0.0,,A-3-Q,N,,,,,Treasury,2026-05-09,Bank,Y,15444.094,,N,,28714.177,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.5,AUD,N,,,,Day 2,44009.395,Day 26,E-2,N,,,,,Retail Banking,2026-05-02,Other Supervised Non-Bank Financial Entity,Y,41704.54,,N,,33183.792,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-04-30,I.O.5,EUR,N,,,,Day 20,0.0,,S-3-Q,N,,,,ENTITY-09,Treasury,2026-05-20,GSE,Y,38205.502,,Y,,34347.115,,,,,,,,,,,,,,,,,
