Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-03-27,I.A.1,USD,Y,SP-9,16144.49,5813.182,Day 52,30502.184,Day 37,S-3,N,Not Applicable,Open,Securities Lending,ENTITY-14,Prime Brokerage,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.2,AUD,N,SP-5,9492.846,36326.674,Day 16,15008.418,Day 42,E-1,Y,Held-to-Maturity,Day 1,Central Bank,ENTITY-06,Retail Banking,2026-04-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.3,AUD,N,SP-1,24621.082,33985.434,Day 7,0.0,,LC-1,Y,Trading Asset,>3 Yr <= 4 Yr,Other,ENTITY-12,Prime Brokerage,2026-04-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.4,USD,N,SP-1,38690.588,22835.367,Day 55,0.0,,S-6-Q,Y,Trading Asset,Day 1,NULL,ENTITY-18,Prime Brokerage,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.5,USD,Y,SP-7,27149.832,9403.456,Day 22,0.0,,CB-4,Y,Trading Asset,>4 Yr <= 5 Yr,Derivatives,ENTITY-02,Retail Banking,2026-04-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.6,SGD,N,SP-6,32042.468,23136.593,Day 56,12599.124,Perpetual,CB-1,N,Available-for-Sale,271 - 364 Days,Derivatives,ENTITY-02,Commercial Banking,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-03-27,I.A.7,CAD,N,SP-4,6050.868,38821.875,Day 44,0.0,,G-2,N,Not Applicable,>3 Yr <= 4 Yr,Central Bank,ENTITY-19,Commercial Banking,2026-05-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.1,USD,Y,,,,Day 19,11798.711,Open,,,,Perpetual,Central Bank,ENTITY-14,Prime Brokerage,2026-04-15,GSE,Y,21289.092,Extendable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.1,CNY,N,,,,Day 32,0.0,,,,,271 - 364 Days,Central Bank,,Wealth Management,2026-04-28,Other,N,35255.251,NULL,N,29.32,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.2,USD,Y,,,,Perpetual,0.0,,,,,>4 Yr <= 5 Yr,FHLB,ENTITY-07,Wealth Management,,Central Bank,Y,4554.272,Callable,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.2,USD,Y,,,,Day 29,0.0,,,,,Day 1,FHLB,,Commercial Banking,2026-04-25,MDB,N,4149.887,NULL,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.2,HKD,N,,,,Day 15,0.0,,,,,121 - 150 Days,Derivatives,ENTITY-05,Commercial Banking,2026-04-11,Investment Company or Advisor,N,27044.716,Puttable,Y,112.97,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.3,USD,Y,,,,Day 17,0.0,,,,,Day 30,Central Bank,ENTITY-03,Commercial Banking,2026-04-13,Other Supranational,Y,36405.725,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.4,USD,Y,,,,Day 1,42815.072,Day 20,,,,271 - 364 Days,Other,,Markets,2026-03-28,Financial Market Utility,Y,13117.6,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.5,USD,Y,,,,Day 60,0.0,,,,,>3 Yr <= 4 Yr,Other,,Commercial Banking,2026-05-26,Non-Financial Corporate,Y,44110.789,Puttable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.5,CNY,N,,,,Day 58,33675.589,>4 Yr <= 5 Yr,,,,>3 Yr <= 4 Yr,Repo,,Retail Banking,2026-05-24,Investment Company or Advisor,Y,30897.747,Extendable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.5,USD,Y,,,,Day 47,0.0,,,,,>4 Yr <= 5 Yr,Repo,,Retail Banking,2026-05-13,Financial Market Utility,Y,42248.947,Callable,N,933.85,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.5,CAD,N,,,,Day 4,0.0,,,,,180 - 270 Days,Repo,ENTITY-04,Retail Banking,2026-03-31,GSE,N,21034.272,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.6,USD,Y,,,,Day 29,0.0,,,,,>2 Yr <= 3 Yr,NULL,ENTITY-01,Treasury,2026-04-25,Non-Financial Corporate,Y,12234.311,Callable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.6,JPY,N,,,,>3 Yr <= 4 Yr,0.0,,,,,180 - 270 Days,Securities Lending,,Treasury,2030-03-02,Investment Company or Advisor,N,13411.828,Puttable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.6,CNY,N,,,,271 - 364 Days,0.0,,,,,>2 Yr <= 3 Yr,Securities Lending,,Wealth Management,2027-02-04,Other,N,26807.278,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.6,JPY,N,,,,75 - 82 Days,0.0,,,,,91 - 120 Days,FHLB,,Markets,2026-06-17,Central Bank,N,12714.297,NULL,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.7,USD,Y,,,,Day 41,0.0,,,,,Day 1,FHLB,ENTITY-05,Commercial Banking,2026-05-07,Broker-Dealer,N,16675.221,Callable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-03-27,I.U.7,JPY,N,,,,Day 5,0.0,,,,,Perpetual,NULL,ENTITY-10,Retail Banking,2026-04-01,Bank,N,29549.439,Extendable,Y,99.38,,,,,,,,,,,,,,,,,,
