Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,CapOne,2026-04-18,I.A.1,JPY,N,SP-9,1542.933,33921.688,Day 48,0.0,,CB-1-Q,Y,Held-to-Maturity,Day 30,NULL,ENTITY-11,Markets,2026-06-05,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.2,CHF,N,SP-7,15721.835,18881.092,Day 57,0.0,,Z-1,Y,Trading Asset,151 - 179 Days,NULL,ENTITY-07,Commercial Banking,2026-06-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.3,AUD,N,SP-8,6.297,5820.514,Day 2,0.0,,CB-2-Q,N,Held-to-Maturity,Open,Derivatives,ENTITY-08,Retail Banking,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.4,USD,Y,SP-7,37334.986,25730.409,Day 6,0.0,,S-4-Q,Y,Not Applicable,91 - 120 Days,NULL,ENTITY-02,Retail Banking,2026-04-24,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.5,JPY,N,SP-4,29485.837,14603.133,Day 23,0.0,,S-5,Y,Held-to-Maturity,121 - 150 Days,Other,ENTITY-17,Prime Brokerage,2026-05-11,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.6,HKD,N,SP-4,1522.927,17878.489,180 - 270 Days,0.0,,S-3-Q,Y,Not Applicable,>4 Yr <= 5 Yr,Central Bank,ENTITY-08,Commercial Banking,2026-12-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,CapOne,2026-04-18,I.A.7,GBP,N,SP-2,37219.902,6020.355,75 - 82 Days,0.0,,G-1,Y,Held-to-Maturity,Perpetual,Derivatives,ENTITY-09,Wealth Management,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-18,I.U.1,EUR,N,,,,Day 31,0.0,,,,,>4 Yr <= 5 Yr,Securities Lending,,Treasury,2026-05-19,Financial Market Utility,N,34100.527,NULL,N,616.29,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-18,I.U.1,CAD,N,,,,Day 1,0.0,,,,,151 - 179 Days,NULL,,Retail Banking,2026-04-19,GSE,Y,7422.149,Extendable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,CapOne,2026-04-18,I.U.2,USD,Y,,,,Day 19,0.0,,,,,Day 30,Repo,ENTITY-14,Wealth Management,2026-05-07,Small Business,Y,37144.691,Extendable,Y,100.0,,,,,,,,,,,,,,,,,,
