Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-04-21,I.A.1,CHF,N,SP-2,23853.398,35041.561,Day 24,0.0,,A-4-Q,N,Available-for-Sale,>3 Yr <= 4 Yr,Derivatives,ENTITY-17,Prime Brokerage,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.2,HKD,N,SP-9,28798.119,42115.237,91 - 120 Days,47030.561,Day 20,Z-1,N,Not Applicable,Day 1,Other,ENTITY-12,Wealth Management,2026-08-04,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.3,CAD,N,SP-5,5041.883,21419.358,Day 50,0.0,,S-1-Q,N,Not Applicable,Day 60,NULL,ENTITY-04,Retail Banking,2026-06-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.4,USD,N,SP-9,38401.421,9588.171,Day 47,0.0,,E-1,Y,Not Applicable,91 - 120 Days,Securities Lending,ENTITY-11,Retail Banking,2026-06-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.5,USD,Y,SP-6,43587.669,30369.956,91 - 120 Days,0.0,,A-3-Q,N,Available-for-Sale,>4 Yr <= 5 Yr,Central Bank,ENTITY-17,Wealth Management,2026-07-27,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.6,USD,Y,SP-8,27009.307,10844.753,Day 15,34546.998,Day 31,A-4-Q,Y,Held-to-Maturity,121 - 150 Days,NULL,ENTITY-19,Treasury,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-21,I.A.7,AUD,N,SP-9,15463.854,36768.313,>3 Yr <= 4 Yr,33069.504,Day 45,S-1-Q,N,Available-for-Sale,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-11,Wealth Management,2029-04-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.1,USD,Y,,,,Day 59,0.0,,,,,180 - 270 Days,Derivatives,ENTITY-17,Prime Brokerage,2026-06-19,Bank,Y,5720.815,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.2,AUD,N,,,,Day 49,0.0,,,,,Perpetual,NULL,,Wealth Management,2026-06-09,Non-Financial Corporate,N,28018.912,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.3,USD,Y,,,,Day 59,27606.296,180 - 270 Days,,,,180 - 270 Days,NULL,,Treasury,2026-06-19,Broker-Dealer,N,28292.637,NULL,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.4,USD,Y,,,,Day 37,0.0,,,,,>3 Yr <= 4 Yr,Derivatives,,Treasury,2026-05-28,Bank,N,6521.478,NULL,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.5,USD,Y,,,,Day 30,0.0,,,,,271 - 364 Days,Repo,ENTITY-10,Retail Banking,2026-05-21,Pension Fund,Y,878.048,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.6,JPY,N,,,,Day 20,0.0,,,,,151 - 179 Days,Repo,ENTITY-08,Commercial Banking,2026-05-11,Other Supervised Non-Bank Financial Entity,Y,8626.499,Extendable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.7,USD,Y,,,,Day 41,0.0,,,,,>3 Yr <= 4 Yr,FHLB,,Markets,2026-06-01,Non-Financial Corporate,Y,34611.103,Puttable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-21,I.U.8,SGD,N,,,,Day 59,0.0,,,,,>2 Yr <= 3 Yr,NULL,ENTITY-12,Commercial Banking,2026-06-19,Investment Company or Advisor,N,16774.87,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-21,I.S.1,USD,Y,SP-3,,,Day 44,0.0,,CB-1-Q,N,,>= 1 Yr <= 2 Yr,Securities Lending,,Commercial Banking,2026-06-04,Financial Market Utility,N,26333.655,Extendable,N,0.0,14890.813,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-21,I.S.2,EUR,N,SP-6,,,Day 22,9694.212,Day 59,A-1-Q,N,,Open,Securities Lending,ENTITY-15,Retail Banking,2026-05-13,Broker-Dealer,Y,27033.807,Callable,Y,20.0,11341.387,N,N,,,,,,,,,,,,,,,
Inflows,Secured,BoFA,2026-04-21,I.S.3,AUD,N,SP-8,,,Day 34,0.0,,CB-1-Q,N,,>3 Yr <= 4 Yr,Other,ENTITY-14,Markets,2026-05-25,Financial Market Utility,N,30566.738,Extendable,Y,150.0,13864.307,N,Y,,,,,,,,,,,,,,,
