Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-03-20,I.A.1,JPY,N,SP-3,8706529500000.001,21734455500000.0,Day 22,0.0,,S-5,N,Trading Asset,151 - 179 Days,Derivatives,ENTITY-20,Wealth Management,2026-04-11,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.2,USD,Y,SP-3,15278206000000.0,16969985499999.998,Day 17,15711727000000.0,Day 59,S-7-Q,Y,Held-to-Maturity,180 - 270 Days,Securities Lending,ENTITY-14,Markets,2026-04-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.3,USD,Y,SP-9,10840997500000.0,20163271500000.0,Day 14,0.0,,CB-1,N,Trading Asset,Day 60,Central Bank,ENTITY-20,Commercial Banking,2026-04-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.4,USD,Y,SP-7,643090500000.0,3370410000000.0,Day 60,0.0,,S-6,Y,Held-to-Maturity,Day 90,Other,ENTITY-11,Prime Brokerage,2026-05-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.5,GBP,N,SP-5,10950360500000.0,1918344000000.0,Open,0.0,,S-4,N,Available-for-Sale,>3 Yr <= 4 Yr,Other,ENTITY-15,Markets,,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.6,USD,Y,SP-4,21227238500000.0,20876323500000.0,Day 55,0.0,,S-5,Y,Held-to-Maturity,Day 60,Repo,ENTITY-09,Wealth Management,2026-05-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-20,I.A.7,SGD,N,SP-6,6169992000000.0,24812503500000.0,91 - 120 Days,0.0,,P-2,Y,Held-to-Maturity,Day 1,NULL,ENTITY-06,Retail Banking,2026-06-24,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.1,USD,Y,,,,91 - 120 Days,0.0,,,,,Day 60,Derivatives,,Wealth Management,2026-07-11,Retail,Y,36247.331,NULL,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.2,USD,N,,,,>5 Yr,0.0,,,,,Day 30,Securities Lending,,Treasury,2031-07-25,Other,Y,9521.489,Extendable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.3,AUD,N,,,,Day 19,0.0,,,,,121 - 150 Days,NULL,ENTITY-05,Retail Banking,2026-04-08,Pension Fund,Y,44119.172,Extendable,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.4,USD,Y,,,,Day 40,0.0,,,,,>5 Yr,Derivatives,ENTITY-09,Retail Banking,2026-04-29,Broker-Dealer,Y,46952.015,NULL,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.5,HKD,N,,,,Day 38,0.0,,,,,>= 1 Yr <= 2 Yr,Other,,Wealth Management,2026-04-27,Pension Fund,Y,47198.258,Callable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.6,USD,Y,,,,Day 27,0.0,,,,,Day 60,Repo,ENTITY-12,Commercial Banking,2026-04-16,Other Supranational,N,48255.599,Callable,Y,762.95,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.7,USD,Y,,,,151 - 179 Days,0.0,,,,,Day 30,FHLB,,Treasury,2026-09-09,Investment Company or Advisor,N,49129.677,Callable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-20,I.U.8,USD,Y,,,,Day 27,10578.626,Day 43,,,,>4 Yr <= 5 Yr,Central Bank,,Retail Banking,2026-04-16,Broker-Dealer,N,37558.845,Extendable,N,0.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.1,USD,Y,SP-3,,,Day 30,0.0,,G-2-Q,N,,Day 60,Repo,ENTITY-13,Commercial Banking,2026-04-19,Bank,N,366422600000.0,NULL,Y,150.0,1090158500000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.2,HKD,N,SP-8,,,61 - 67 Days,0.0,,A-1-Q,N,,>4 Yr <= 5 Yr,Central Bank,ENTITY-05,Wealth Management,2026-05-26,Bank,Y,247240000000.0,NULL,Y,100.0,198957550000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.3,USD,Y,SP-6,,,Day 26,0.0,,G-2-Q,N,,121 - 150 Days,NULL,ENTITY-16,Retail Banking,2026-04-15,Bank,N,1396016800000.0,Callable,Y,0.0,391938700000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.4,USD,Y,SP-5,,,Day 53,286225650000.0,61 - 67 Days,G-2-Q,Y,,>2 Yr <= 3 Yr,Repo,ENTITY-13,Wealth Management,2026-05-12,Bank,N,459734750000.0,Callable,Y,100.0,183502400000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.5,USD,Y,SP-5,,,Day 52,0.0,,A-1-Q,N,,>2 Yr <= 3 Yr,Other,,Commercial Banking,2026-05-11,Bank,Y,1832752400000.0,Callable,N,20.0,2160964050000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.6,GBP,N,SP-3,,,Day 38,0.0,,A-1-Q,Y,,Open,Securities Lending,ENTITY-08,Retail Banking,2026-04-27,Bank,N,221612200000.0,NULL,Y,100.0,124153350000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.7,AUD,N,SP-2,,,Day 2,0.0,,G-2-Q,N,,Open,Other,ENTITY-15,Wealth Management,2026-03-22,Investment Company or Advisor,Y,1347258900000.0,NULL,Y,50.0,2018921850000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.8,USD,Y,SP-2,,,>4 Yr <= 5 Yr,976079150000.0,Day 58,G-2-Q,Y,,Day 1,NULL,,Commercial Banking,2030-07-10,Bank,Y,2277691050000.0,NULL,N,485.13,2494795350000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.9,AUD,N,SP-4,,,Day 12,0.0,,S-1-Q,Y,,180 - 270 Days,Other,ENTITY-15,Wealth Management,2026-04-01,Investment Company or Advisor,N,1051052400000.0,NULL,Y,150.0,386536550000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-20,I.S.10,USD,Y,SP-7,,,Day 12,0.0,,A-1-Q,Y,,>2 Yr <= 3 Yr,FHLB,ENTITY-15,Treasury,2026-04-01,Bank,Y,1883052450000.0,Callable,Y,20.0,2001823850000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.1,JPY,N,,,,Day 57,29665.588,>4 Yr <= 5 Yr,S-7,N,,,,ENTITY-13,Markets,2026-05-16,Sovereign,N,3582.759,,Y,,12991.482,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.1,GBP,N,,,,Day 3,0.0,,G-3,N,,,,,Prime Brokerage,2026-03-23,GSE,N,25015.242,,N,,17483.813,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.1,USD,Y,,,,Day 49,9706.468,Day 58,G-1-Q,Y,,,,,Commercial Banking,2026-05-08,Investment Company or Advisor,N,8349.974,,N,,4351.638,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.2,JPY,N,,,,Day 24,0.0,,S-2,Y,,,,,Markets,2026-04-13,PSE,Y,26350.043,,N,,5417.207,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.2,USD,Y,,,,Day 53,31850.376,Day 33,A-2,N,,,,ENTITY-06,Commercial Banking,2026-05-12,Central Bank,Y,23635.41,,Y,,44132.455,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.2,HKD,N,,,,Day 30,0.0,,P-1,N,,,,,Markets,2026-04-19,PSE,N,6730.245,,N,,5339.219,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-03-20,I.O.2,USD,Y,,,,Day 50,0.0,,IG-1-Q,Y,,,,,Prime Brokerage,2026-05-09,Sovereign,Y,13965.474,,N,,41007.361,,,,,,,,,,,,,,,,,
