Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-03-26,I.A.1,HKD,N,SP-4,11109974500000.0,13816550500000.0,121 - 150 Days,21979006500000.0,Day 8,G-2,N,Held-to-Maturity,Day 90,Derivatives,ENTITY-07,Wealth Management,2026-08-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.2,AUD,N,SP-3,13231812000000.0,10462390000000.0,>2 Yr <= 3 Yr,19101190000000.0,83 - 90 Days,CB-2,N,Trading Asset,Day 1,Derivatives,ENTITY-01,Prime Brokerage,2028-04-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.3,AUD,N,SP-4,17061361500000.0,11101820000000.0,Day 19,0.0,,E-2-Q,N,Trading Asset,121 - 150 Days,Central Bank,ENTITY-09,Wealth Management,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.4,EUR,N,SP-9,18124828500000.0,3102677500000.0,Day 52,0.0,,A-4,N,Available-for-Sale,Day 30,Central Bank,ENTITY-09,Wealth Management,2026-05-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.5,CNY,N,SP-9,648570000000.0,23710117000000.0,Day 15,0.0,,IG-2-Q,N,Not Applicable,Perpetual,Derivatives,ENTITY-04,Commercial Banking,2026-04-10,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.6,USD,Y,SP-8,18863937500000.0,4043167500000.0,Day 24,0.0,,S-7-Q,Y,Available-for-Sale,>5 Yr,Securities Lending,ENTITY-14,Wealth Management,2026-04-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-03-26,I.A.7,SGD,N,SP-5,9852664000000.0,9793356000000.0,Day 3,0.0,,A-5,N,Available-for-Sale,>2 Yr <= 3 Yr,Securities Lending,ENTITY-01,Commercial Banking,2026-03-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.1,USD,N,,,,Day 43,0.0,,,,,Perpetual,Repo,,Treasury,2026-05-08,Investment Company or Advisor,N,8596.163,Extendable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.2,USD,Y,,,,Day 8,0.0,,,,,>3 Yr <= 4 Yr,Central Bank,,Wealth Management,2026-04-03,Retail,N,40162.853,Puttable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.3,USD,Y,,,,Day 56,38674.138,>= 1 Yr <= 2 Yr,,,,>2 Yr <= 3 Yr,FHLB,,Markets,2026-05-21,Other Supranational,N,47983.116,Callable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.4,SGD,N,,,,Day 56,3582.913,Day 48,,,,180 - 270 Days,Central Bank,ENTITY-20,Markets,2026-05-21,MDB,N,14.386,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.5,USD,Y,,,,Day 27,0.0,,,,,>= 1 Yr <= 2 Yr,Derivatives,,Markets,2026-04-22,Non-Regulated Fund,Y,7155.29,Extendable,N,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.6,GBP,N,,,,Day 59,46603.599,Day 25,,,,180 - 270 Days,Derivatives,ENTITY-05,Wealth Management,2026-05-24,Central Bank,Y,34669.616,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.7,USD,Y,,,,Day 40,0.0,,,,,121 - 150 Days,Other,ENTITY-03,Treasury,2026-05-05,Broker-Dealer,Y,49156.891,Callable,Y,0.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-03-26,I.U.8,USD,Y,,,,Day 25,0.0,,,,,Day 1,Derivatives,,Markets,2026-04-20,Other Supervised Non-Bank Financial Entity,Y,49933.821,Callable,N,501.47,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-26,I.S.1,SGD,N,SP-2,,,Day 43,0.0,,G-2-Q,Y,,Day 1,FHLB,,Markets,2026-05-08,Bank,N,1319245550000.0,Extendable,N,100.0,1949369800000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-26,I.S.2,GBP,N,SP-3,,,Day 27,0.0,,A-1-Q,Y,,Perpetual,Derivatives,,Prime Brokerage,2026-04-22,Investment Company or Advisor,N,2293321100000.0,Extendable,N,50.0,1675118350000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-26,I.S.3,CHF,N,SP-9,,,Day 27,0.0,,A-1-Q,N,,Perpetual,Other,,Commercial Banking,2026-04-22,Bank,Y,2135627350000.0,Extendable,N,16.67,1493548900000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-26,I.S.4,HKD,N,SP-2,,,Day 2,0.0,,G-2-Q,Y,,Open,FHLB,,Commercial Banking,2026-03-28,Bank,Y,955291000000.0,Puttable,N,50.0,2133241550000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-03-26,I.S.5,HKD,N,SP-8,,,Day 1,677371150000.0,Day 30,S-1-Q,N,,>4 Yr <= 5 Yr,Repo,ENTITY-06,Prime Brokerage,2026-03-27,Bank,N,1891721750000.0,NULL,Y,50.0,1197700600000.0,Y,Y,,,,,,,,,,,,,,,
