Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,Chase,2026-03-16,I.A.1,GBP,N,SP-5,32973.626,28307.945,Day 34,0.0,,G-1-Q,N,Not Applicable,151 - 179 Days,Repo,ENTITY-12,Prime Brokerage,2026-04-19,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.2,EUR,N,SP-4,33095.543,9175.373,Day 52,36020.922,Day 28,S-6,N,Available-for-Sale,Perpetual,Other,ENTITY-12,Prime Brokerage,2026-05-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.3,USD,Y,SP-1,45549.28,2495.381,Day 32,0.0,,S-6,Y,Available-for-Sale,Day 90,Repo,ENTITY-15,Wealth Management,2026-04-17,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.4,GBP,N,SP-2,433.766,37357.599,Day 46,0.0,,S-3-Q,N,Not Applicable,180 - 270 Days,NULL,ENTITY-09,Retail Banking,2026-05-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.5,USD,N,SP-3,27212.636,4910.17,Day 16,2470.729,Day 53,G-2-Q,N,Held-to-Maturity,>2 Yr <= 3 Yr,Derivatives,ENTITY-05,Retail Banking,2026-04-01,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.6,CAD,N,SP-8,47825.104,26889.884,Day 45,22744.212,Day 5,G-3,N,Available-for-Sale,91 - 120 Days,Securities Lending,ENTITY-16,Commercial Banking,2026-04-30,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-16,I.A.7,JPY,N,SP-3,23833.93,48238.417,Day 38,0.0,,G-1,Y,Held-to-Maturity,>3 Yr <= 4 Yr,Derivatives,ENTITY-18,Markets,2026-04-23,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-16,I.U.1,USD,Y,,,,Open,0.0,,,,,>3 Yr <= 4 Yr,NULL,,Wealth Management,,Investment Company or Advisor,N,20943.448,Extendable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-16,I.U.2,USD,Y,,,,Day 4,47080.165,Day 26,,,,>5 Yr,Repo,ENTITY-18,Prime Brokerage,2026-03-20,Bank,N,36691.798,Puttable,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-16,I.U.3,CAD,N,,,,121 - 150 Days,0.0,,,,,271 - 364 Days,Securities Lending,ENTITY-10,Prime Brokerage,2026-07-27,Sovereign,N,31327.394,Extendable,Y,0.0,,,,,,,,,,,,,,,,,,
