Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,USWest,2026-01-02,I.A.1,USD,Y,SP-6,12247689000000.0,16904367500000.0,Day 37,19166245000000.0,Day 45,S-5-Q,N,Held-to-Maturity,Day 30,Central Bank,ENTITY-01,Prime Brokerage,2026-02-08,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.2,USD,Y,SP-4,7122280500000.0,16790631000000.002,>= 1 Yr <= 2 Yr,0.0,,S-1,Y,Trading Asset,Day 1,Central Bank,ENTITY-17,Commercial Banking,2027-12-23,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.3,HKD,N,SP-3,15026741000000.0,14074812500000.0,>4 Yr <= 5 Yr,0.0,,S-1-Q,N,Trading Asset,>4 Yr <= 5 Yr,Securities Lending,ENTITY-17,Prime Brokerage,2030-03-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.4,USD,Y,SP-4,8213269000000.0,17540867999999.998,Day 52,0.0,,G-1,Y,Available-for-Sale,121 - 150 Days,Central Bank,ENTITY-16,Prime Brokerage,2026-02-23,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.5,CNY,N,SP-5,15767249500000.0,2328551000000.0,Day 41,0.0,,S-5-Q,N,Held-to-Maturity,Day 30,Other,ENTITY-10,Prime Brokerage,2026-02-12,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.6,USD,Y,SP-4,23396737000000.0,13975127000000.0,Day 36,0.0,,E-1-Q,N,Trading Asset,91 - 120 Days,Derivatives,ENTITY-13,Commercial Banking,2026-02-07,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,USWest,2026-01-02,I.A.7,USD,N,SP-8,1811741000000.0,13491898000000.0,Day 49,0.0,,A-2-Q,Y,Not Applicable,Open,Repo,ENTITY-05,Wealth Management,2026-02-20,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.1,JPY,N,,,,Day 32,13196.715,Day 18,,,,180 - 270 Days,FHLB,,Treasury,2026-02-03,MDB,N,26003.95,Extendable,N,762.97,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.2,CAD,N,,,,Day 22,0.0,,,,,Day 1,Repo,ENTITY-06,Markets,2026-01-24,Central Bank,N,2935.529,Puttable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.3,USD,Y,,,,Day 24,0.0,,,,,Open,Derivatives,,Markets,2026-01-26,Central Bank,N,18047.26,Callable,N,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.4,USD,N,,,,>4 Yr <= 5 Yr,0.0,,,,,Day 60,Other,,Wealth Management,2030-10-07,PSE,Y,385.007,Callable,N,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.5,AUD,N,,,,Day 8,45135.301,Day 49,,,,271 - 364 Days,Securities Lending,ENTITY-14,Commercial Banking,2026-01-10,Sovereign,N,33693.575,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.6,EUR,N,,,,Day 47,21132.362,Day 16,,,,Open,Central Bank,ENTITY-06,Treasury,2026-02-18,Financial Market Utility,N,1581.313,Puttable,Y,150.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.7,USD,Y,,,,Day 38,0.0,,,,,180 - 270 Days,FHLB,,Treasury,2026-02-09,Other Supranational,Y,43567.675,Extendable,N,1132.41,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,USWest,2026-01-02,I.U.8,USD,Y,,,,Day 43,4121.663,Day 48,,,,Day 1,FHLB,ENTITY-06,Treasury,2026-02-14,Investment Company or Advisor,N,3186.611,NULL,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.1,USD,Y,SP-8,,,61 - 67 Days,0.0,,G-2-Q,Y,,151 - 179 Days,Central Bank,,Wealth Management,2026-03-06,Bank,N,313211150000.0,Extendable,N,100.0,572104050000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.2,USD,Y,SP-3,,,Day 28,1969080000000.0,Day 30,G-2-Q,N,,>4 Yr <= 5 Yr,FHLB,ENTITY-12,Wealth Management,2026-01-30,Bank,Y,115976350000.0,NULL,Y,150.0,195129500000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.3,USD,Y,SP-8,,,Day 40,0.0,,G-2-Q,Y,,151 - 179 Days,Repo,,Treasury,2026-02-11,Bank,N,1738782150000.0,Callable,N,0.0,2338997450000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.4,USD,Y,SP-9,,,121 - 150 Days,0.0,,G-2-Q,Y,,>4 Yr <= 5 Yr,Derivatives,ENTITY-09,Retail Banking,2026-05-14,Investment Company or Advisor,Y,1354831850000.0,Extendable,Y,150.0,489616000000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.5,USD,Y,SP-4,,,Day 42,1708131950000.0,Day 7,G-2-Q,Y,,Day 60,Securities Lending,ENTITY-17,Retail Banking,2026-02-13,Bank,N,1419146900000.0,Puttable,Y,50.0,1496989250000.0,N,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.6,CHF,N,SP-9,,,121 - 150 Days,1442585150000.0,121 - 150 Days,G-2-Q,N,,>= 1 Yr <= 2 Yr,NULL,,Treasury,2026-05-20,Bank,N,100567900000.0,Extendable,N,587.09,1106801100000.0,Y,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.7,USD,Y,SP-9,,,Day 28,0.0,,G-2-Q,N,,Day 60,FHLB,,Prime Brokerage,2026-01-30,Investment Company or Advisor,Y,2357832800000.0,NULL,N,0.0,610309400000.0,N,N,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.8,CNY,N,SP-7,,,Day 20,0.0,,G-2-Q,Y,,91 - 120 Days,Central Bank,ENTITY-15,Wealth Management,2026-01-22,Bank,Y,1328409550000.0,Extendable,Y,0.0,858342150000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.9,USD,Y,SP-7,,,Day 32,1062950650000.0,180 - 270 Days,G-2-Q,N,,Day 1,Securities Lending,,Commercial Banking,2026-02-03,Investment Company or Advisor,N,1299664700000.0,NULL,N,20.0,736839850000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Secured,USWest,2026-01-02,I.S.10,USD,Y,SP-9,,,Day 28,0.0,,G-2-Q,N,,121 - 150 Days,Other,ENTITY-01,Markets,2026-01-30,Bank,N,15768600000.0,NULL,Y,1158.64,1157696500000.0,Y,Y,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-01-02,I.O.1,USD,Y,,,,Day 55,0.0,,LC-1,N,,,,ENTITY-13,Retail Banking,2026-02-26,Pension Fund,N,32560.004,,Y,,26821.68,,,,,,,,,,,,,,,,,
Inflows,Other,USWest,2026-01-02,I.O.2,GBP,N,,,,>= 1 Yr <= 2 Yr,0.0,,A-2,Y,,,,,Treasury,2027-09-27,Pension Fund,Y,20170.277,,N,,5725.313,,,,,,,,,,,,,,,,,
