Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,BoFA,2026-04-04,I.A.1,USD,N,SP-6,16991.112,20957.366,Day 51,0.0,,E-1-Q,N,Available-for-Sale,Day 1,Repo,ENTITY-05,Commercial Banking,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.2,EUR,N,SP-4,23738.883,16442.068,Day 57,31950.165,Day 8,A-5-Q,Y,Available-for-Sale,91 - 120 Days,NULL,ENTITY-20,Prime Brokerage,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.3,JPY,N,SP-9,3498.972,2872.659,121 - 150 Days,0.0,,A-5,N,Held-to-Maturity,Day 60,Repo,ENTITY-18,Prime Brokerage,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.4,USD,Y,SP-4,15487.859,40894.805,Day 60,7939.062,Day 51,E-1-Q,Y,Not Applicable,180 - 270 Days,Repo,ENTITY-01,Retail Banking,2026-06-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.5,SGD,N,SP-8,23134.773,1954.24,Day 11,0.0,,IG-2-Q,N,Not Applicable,91 - 120 Days,Derivatives,ENTITY-08,Retail Banking,2026-04-15,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.6,EUR,N,SP-1,11984.763,43526.98,Day 35,44127.792,Day 13,CB-3-Q,Y,Held-to-Maturity,Perpetual,Derivatives,ENTITY-18,Treasury,2026-05-09,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,BoFA,2026-04-04,I.A.7,GBP,N,SP-4,25303.229,23108.374,Day 9,31943.331,Day 17,A-3,N,Not Applicable,121 - 150 Days,Derivatives,ENTITY-02,Treasury,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-04,I.U.1,CNY,N,,,,Day 31,0.0,,,,,Day 90,Derivatives,ENTITY-01,Commercial Banking,2026-05-05,Other Supervised Non-Bank Financial Entity,Y,3301.945,Extendable,Y,20.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-04,I.U.2,USD,N,,,,Day 27,27869.694,Day 48,,,,121 - 150 Days,Derivatives,ENTITY-13,Treasury,2026-05-01,Central Bank,N,14323.479,NULL,Y,100.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,BoFA,2026-04-04,I.U.3,USD,Y,,,,Day 3,7686.073,91 - 120 Days,,,,>= 1 Yr <= 2 Yr,Other,ENTITY-04,Wealth Management,2026-04-07,PSE,Y,641.538,NULL,Y,20.0,,,,,,,,,,,,,,,,,,
