Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference,MaturityAmountCurrency1,MaturityAmountCurrency2,ForeignExchangeOptionDirection,ForwardStartAmountCurrency1,ForwardStartAmountCurrency2
Inflows,Assets,Chase,2026-03-10,I.A.1,USD,Y,SP-5,829.654,19537.796,Day 27,0.0,,S-7-Q,Y,Not Applicable,Perpetual,Repo,ENTITY-03,Prime Brokerage,2026-04-06,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.2,USD,Y,SP-9,35137.0,872.501,Day 24,0.0,,S-2,Y,Held-to-Maturity,Open,Securities Lending,ENTITY-01,Markets,2026-04-03,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.3,AUD,N,SP-4,7940.793,29530.576,Day 42,0.0,,P-2,N,Held-to-Maturity,>5 Yr,Other,ENTITY-12,Wealth Management,2026-04-21,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.4,GBP,N,SP-6,38551.415,24754.67,Day 35,0.0,,S-4-Q,N,Trading Asset,Day 30,NULL,ENTITY-19,Prime Brokerage,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.5,CHF,N,SP-4,18577.929,4796.703,180 - 270 Days,0.0,,S-6,Y,Trading Asset,>2 Yr <= 3 Yr,Central Bank,ENTITY-04,Markets,2026-10-30,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.6,USD,Y,SP-7,15218.71,17718.765,Day 50,0.0,,A-5,N,Trading Asset,151 - 179 Days,FHLB,ENTITY-16,Markets,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Assets,Chase,2026-03-10,I.A.7,USD,Y,SP-6,6827.463,31465.827,Day 41,0.0,,A-4,N,Held-to-Maturity,271 - 364 Days,Repo,ENTITY-05,Markets,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-10,I.U.1,USD,Y,,,,>4 Yr <= 5 Yr,0.0,,,,,>2 Yr <= 3 Yr,Other,ENTITY-05,Wealth Management,2030-10-30,Financial Market Utility,N,26238.022,Callable,Y,50.0,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-10,I.U.2,CAD,N,,,,Day 25,0.0,,,,,271 - 364 Days,Repo,,Commercial Banking,2026-04-04,Debt Issuing SPE,Y,28252.462,Callable,N,587.79,,,,,,,,,,,,,,,,,,
Inflows,Unsecured,Chase,2026-03-10,I.U.3,JPY,N,,,,Day 47,0.0,,,,,>= 1 Yr <= 2 Yr,Repo,,Markets,2026-04-26,Retail,N,40441.884,Callable,N,20.0,,,,,,,,,,,,,,,,,,
